name,href,page,physical_damage,min_physical_damage,max_physical_damage,avg_physical_damage,critical_hit_chance,attacks_per_second,requirements,required_level,required_dex,implicit
Cultist Bow,Cultist_Bow,Bows,22-36,22,36,29.0,5%,1.2,"Level 33 , 60 Dex",33,60,local weapon implicit hidden added maximum chaos damage [19] local weapon implicit hidden added minimum chaos damage [7]
Zealot Bow,Zealot_Bow,Bows,31-47,31,47,39.0,5%,1.2,"Level 39 , 70 Dex",39,70,
Artillery Bow,Artillery_Bow,Bows,39-72,39,72,55.5,5%,1.1,"Level 45 , 80 Dex",45,80,50 % reduced Projectile Range
Tribal Bow,Tribal_Bow,Bows,38-57,38,57,47.5,5%,1.2,"Level 50 , 89 Dex",50,89,
Greatbow,Greatbow,Bows,40-82,40,82,61.0,6.5%,1.15,"Level 52 , 92 Str , 92 Dex",52,92,
Double Limb Bow,Double_Limb_Bow,Bows,42-63,42,63,52.5,5%,1.2,"Level 56 , 99 Dex",56,99,
Heavy Bow,Heavy_Bow,Bows,45-75,45,75,60.0,5%,1.2,"Level 65 , 114 Dex",65,114,
Snakewood Shortbow,Snakewood_Shortbow,Bows,29-54,29,54,41.5,5%,1.25,"Level 45 , 80 Dex",45,80,
Protector Bow,Protector_Bow,Bows,35-53,35,53,44.0,5%,1.15,"Level 48 , 86 Dex",48,86,(25 - 35) % chance to Chain an additional time
Rider Bow,Rider_Bow,Bows,36-61,36,61,48.5,5%,1.2,"Level 51 , 91 Dex",51,91,
Twin Bow,Twin_Bow,Bows,32-60,32,60,46.0,5%,1.15,"Level 54 , 96 Dex",54,96,+50 % Surpassing chance to fire an additional Arrow
Adherent Bow,Adherent_Bow,Bows,35-59,35,59,47.0,5%,1.2,"Level 59 , 104 Dex",59,104,local weapon implicit hidden added maximum chaos damage [32] local weapon implicit hidden added minimum chaos damage [14]
Militant Bow,Militant_Bow,Bows,46-69,46,69,57.5,5%,1.2,"Level 62 , 109 Dex",62,109,
Runeforged Crude Bow,Runeforged_Crude_Bow,Bows,,,,,5%,1.2,"Level 55 , 97 Dex",55,97,local weapon implicit hidden % base damage is chaos [100]
Runeforged Shortbow,Runeforged_Shortbow,Bows,30-56,30,56,43.0,5%,1.25,"Level 38 , 68 Dex",38,68,
Runeforged Shortbow,Runeforged_Shortbow,Bows,44-81,44,81,62.5,5%,1.4,"Level 55 , 97 Dex",55,97,Projectiles have 50 % chance for an additional Projectile when Forking
Runeforged Recurve Bow,Runeforged_Recurve_Bow,Bows,41-84,41,84,62.5,5%,1.1,"Level 40 , 72 Dex",40,72,
Runeforged Composite Bow,Runeforged_Composite_Bow,Bows,53-88,53,88,70.5,5%,1.2,"Level 55 , 97 Dex",55,97,
Runeforged Dualstring Bow,Runeforged_Dualstring_Bow,Bows,45-83,45,83,64.0,6.5%,1.15,"Level 55 , 97 Dex",55,97,+50 % Surpassing chance to fire an additional Arrow
Runeforged Zealot Bow,Runeforged_Zealot_Bow,Bows,44-67,44,67,55.5,10%,1.2,"Level 55 , 97 Dex",55,97,local weapon implicit hidden added maximum chaos damage [19] local weapon implicit hidden added minimum chaos damage [7]
Ironwood Shortbow,Ironwood_Shortbow,Bows,41-76,41,76,58.5,5%,1.25,"Level 67 , 134 Dex",67,134,
Cavalry Bow,Cavalry_Bow,Bows,49-82,49,82,65.5,5%,1.2,"Level 72 , 149 Dex",72,149,
Guardian Bow,Guardian_Bow,Bows,53-88,53,88,70.5,5%,1.15,"Level 77 , 163 Dex",77,163,(25 - 35) % chance to Chain an additional time
Gemini Bow,Gemini_Bow,Bows,39-72,39,72,55.5,5%,1.15,"Level 78 , 163 Dex",78,163,+50 % Surpassing chance to fire an additional Arrow
Fanatic Bow,Fanatic_Bow,Bows,47-79,47,79,63.0,5%,1.2,"Level 79 , 163 Dex",79,163,local weapon implicit hidden added maximum chaos damage [64] local weapon implicit hidden added minimum chaos damage [28]
Warmonger Bow,Warmonger_Bow,Bows,56-84,56,84,70.0,5%,1.2,"Level 77 , 163 Dex",77,163,
Obliterator Bow,Obliterator_Bow,Bows,62-115,62,115,88.5,5%,1.1,"Level 78 , 163 Dex",78,163,50 % reduced Projectile Range
Heartwood Shortbow,Heartwood_Shortbow,Bows,41-76,41,76,58.5,5%,1.25,"Level 67 , 134 Dex",67,134,
Ashen Staff,Ashen_Staff,Staves,,,,,,,6 Int,,,Grants Skill: Firebolt
Gelid Staff,Gelid_Staff,Staves,,,,,,,"Level 2 , 7 Int",2,,Grants Skill: Freezing Shards
Voltaic Staff,Voltaic_Staff,Staves,,,,,,,"Level 2 , 7 Int",2,,Grants Skill: Lightning Bolt
Spriggan Staff,Spriggan_Staff,Staves,,,,,,,"Level 11 , 23 Int",11,,Grants Skill: Firebolt
Pyrophyte Staff,Pyrophyte_Staff,Staves,,,,,,,"Level 16 , 31 Int",16,,Grants Skill: Solar Orb
Chiming Staff,Chiming_Staff,Staves,,,,,,,"Level 25 , 46 Int",25,,Grants Skill: Sigil of Power
Rending Staff,Rending_Staff,Staves,,,,,,,"Level 33 , 60 Int",33,,Grants Skill: Soulrend
Reaping Staff,Reaping_Staff,Staves,,,,,,,"Level 38 , 69 Int",38,,Grants Skill: Reap
Icicle Staff,Icicle_Staff,Staves,,,,,,,"Level 45 , 80 Int",45,,Grants Skill: Firebolt
Roaring Staff,Roaring_Staff,Staves,,,,,,,"Level 49 , 87 Int",49,,Grants Skill: Unleash
Paralysing Staff,Paralysing_Staff,Staves,,,,,,,"Level 52 , 92 Int",52,,Grants Skill: Enervating Nova
Sanctified Staff,Sanctified_Staff,Staves,,,,,,,"Level 56 , 99 Int",56,,Grants Skill: Consecrate
Dark Staff,Dark_Staff,Staves,,,,,,,"Level 65 , 114 Int",65,,Grants Skill: Dark Pact
Ravenous Staff,Ravenous_Staff,Staves,,,,,,,"Level 65 , 114 Int",65,,Grants Skill: Feast of Flesh
Permafrost Staff,Permafrost_Staff,Staves,,,,,,,"Level 75 , 131 Int",75,,Grants Skill: Heart of Ice
Reflecting Staff,Reflecting_Staff,Staves,,,,,,,"Level 70 , 123 Int",70,,Grants Skill: Mirror of Refraction
Perching Staff,Perching_Staff,Staves,,,,,,,"Level 65 , 114 Int",65,,Grants Skill: Spiraling Conspiracy
Energy Blade,Energy_Blade,Two_Hand_Swords,,,,,7%,1.6,,,,Adds to Lightning Damage
Corroded Longsword,Corroded_Longsword,Two_Hand_Swords,9-16,9,16,12.5,5%,1.3,,,,
Iron Greatsword,Iron_Greatsword,Two_Hand_Swords,13-23,13,23,18.0,5%,1.35,"Level 6 , 9 Str , 9 Dex",6,9,
Blessed Claymore,Blessed_Claymore,Two_Hand_Swords,19-32,19,32,25.5,5%,1.3,"Level 11 , 14 Str , 14 Dex",11,14,
Broad Greatsword,Broad_Greatsword,Two_Hand_Swords,25-42,25,42,33.5,5%,1.25,"Level 16 , 19 Str , 19 Dex",16,19,
Rippled Greatsword,Rippled_Greatsword,Two_Hand_Swords,28-52,28,52,40.0,5%,1.3,"Level 22 , 24 Str , 24 Dex",22,24,
Arced Longsword,Arced_Longsword,Two_Hand_Swords,31-58,31,58,44.5,5%,1.35,"Level 28 , 29 Str , 29 Dex",28,29,
Stone Greatsword,Stone_Greatsword,Two_Hand_Swords,40-67,40,67,53.5,5%,1.3,"Level 33 , 34 Str , 34 Dex",33,34,
Obsidian Greatsword,Obsidian_Greatsword,Two_Hand_Swords,49-73,49,73,61.0,5%,1.25,"Level 36 , 37 Str , 37 Dex",36,37,
Keen Greatsword,Keen_Greatsword,Two_Hand_Swords,45-94,45,94,69.5,5%,1.3,"Level 45 , 45 Str , 45 Dex",45,45,
Ancient Greatblade,Ancient_Greatblade,Two_Hand_Swords,55-103,55,103,79.0,5%,1.25,"Level 49 , 49 Str , 49 Dex",49,49,
Flanged Greatblade,Flanged_Greatblade,Two_Hand_Swords,51-106,51,106,78.5,5%,1.3,"Level 52 , 51 Str , 51 Dex",52,51,
Regalia Longsword,Regalia_Longsword,Two_Hand_Swords,61-92,61,92,76.5,5%,1.35,"Level 54 , 53 Str , 53 Dex",54,53,
Ultra Greatsword,Ultra_Greatsword,Two_Hand_Swords,72-119,72,119,95.5,5%,1.3,"Level 65 , 63 Str , 63 Dex",65,63,
Splitting Greataxe,Splitting_Greataxe,Two_Hand_Axes,8-20,8,20,14.0,5%,1.2,,,,
Light Halberd,Light_Halberd,Two_Hand_Axes,10-25,10,25,17.5,5%,1.25,"Level 4 , 9 Str",4,,
Executioner Greataxe,Executioner_Greataxe,Two_Hand_Axes,10-41,10,41,25.5,5%,1.2,"Level 10 , 17 Str , 9 Dex",10,9,Culling Strike
Arched Greataxe,Arched_Greataxe,Two_Hand_Axes,17-59,17,59,38.0,5%,1.15,"Level 16 , 25 Str , 12 Dex",16,12,
Elegant Glaive,Elegant_Glaive,Two_Hand_Axes,19-64,19,64,41.5,5%,1.2,"Level 20 , 30 Str , 14 Dex",20,14,
Savage Greataxe,Savage_Greataxe,Two_Hand_Axes,23-70,23,70,46.5,5%,1.2,"Level 27 , 39 Str , 17 Dex",27,17,Gain (34 - 43) Life per enemy killed
Rending Halberd,Rending_Halberd,Two_Hand_Axes,27-91,27,91,59.0,6.5%,1.2,"Level 33 , 47 Str , 20 Dex",33,20,
Jagged Greataxe,Jagged_Greataxe,Two_Hand_Axes,43-99,43,99,71.0,5%,1.15,"Level 40 , 56 Str , 23 Dex",40,23,(15 - 25) % chance to cause Bleeding on Hit
Reaver Glaive,Reaver_Glaive,Two_Hand_Axes,43-113,43,113,78.0,5%,1.2,"Level 45 , 63 Str , 26 Dex",45,26,
Ember Greataxe,Ember_Greataxe,Two_Hand_Axes,,,,,5%,1.2,"Level 50 , 70 Str , 28 Dex",50,28,local weapon implicit hidden % base damage is fire [100]
Ceremonial Halberd,Ceremonial_Halberd,Two_Hand_Axes,53-123,53,123,88.0,5%,1.2,"Level 52 , 72 Str , 29 Dex",52,29,Cannot use Projectile Attacks
Monument Greataxe,Monument_Greataxe,Two_Hand_Axes,48-143,48,143,95.5,5%,1.2,"Level 57 , 79 Str , 32 Dex",57,32,
Vile Greataxe,Vile_Greataxe,Two_Hand_Axes,59-155,59,155,107.0,5%,1.2,"Level 65 , 89 Str , 36 Dex",65,36,
Felled Greatclub,Felled_Greatclub,Two_Hand_Maces,13-18,13,18,15.5,5%,1.1,,,,
Oak Greathammer,Oak_Greathammer,Two_Hand_Maces,16-30,16,30,23.0,5%,1,"Level 4 , 11 Str",4,,Causes (20 - 40) % increased Stun Buildup
Forge Maul,Forge_Maul,Two_Hand_Maces,26-35,26,35,30.5,5%,1.05,"Level 11 , 23 Str",11,,Crushes Enemies on Hit
Studded Greatclub,Studded_Greatclub,Two_Hand_Maces,32-48,32,48,40.0,5%,1.1,"Level 16 , 31 Str",16,,
Cultist Greathammer,Cultist_Greathammer,Two_Hand_Maces,36-49,36,49,42.5,5%,1.05,"Level 22 , 41 Str",22,,Strikes deal Splash Damage
Temple Maul,Temple_Maul,Two_Hand_Maces,35-72,35,72,53.5,5%,1.2,"Level 28 , 52 Str",28,,
Leaden Greathammer,Leaden_Greathammer,Two_Hand_Maces,58-78,58,78,68.0,5%,1.1,"Level 33 , 60 Str",33,,
Crumbling Maul,Crumbling_Maul,Two_Hand_Maces,62-75,62,75,68.5,8%,1.1,"Level 38 , 68 Str",38,,"Causes Enemies to Explode on Critical kill, for 10 % of their Life as Physical Damage"
Pointed Maul,Pointed_Maul,Two_Hand_Maces,68-102,68,102,85.0,6.5%,1.1,"Level 45 , 80 Str",45,,
Totemic Greatclub,Totemic_Greatclub,Two_Hand_Maces,77-105,77,105,91.0,5%,1.1,"Level 50 , 89 Str",50,,Warcries Empower an additional Attack
Greatmace,Greatmace,Two_Hand_Maces,74-124,74,124,99.0,5%,1.1,"Level 52 , 92 Str",52,,
Precise Greathammer,Precise_Greathammer,Two_Hand_Maces,87-118,87,118,102.5,5%,1.1,"Level 54 , 96 Str",54,,
Giant Maul,Giant_Maul,Two_Hand_Maces,96-144,96,144,120.0,5%,1.1,"Level 65 , 114 Str",65,,
Snakewood Greathammer,Snakewood_Greathammer,Two_Hand_Maces,62-115,62,115,88.5,5%,1.05,"Level 45 , 80 Str",45,,Causes (20 - 40) % increased Stun Buildup
Blacksmith Maul,Blacksmith_Maul,Two_Hand_Maces,75-102,75,102,88.5,5%,1.05,"Level 48 , 86 Str",48,,Crushes Enemies on Hit
Zealot Greathammer,Zealot_Greathammer,Two_Hand_Maces,70-95,70,95,82.5,5%,1.05,"Level 51 , 91 Str",51,,Strikes deal Splash Damage
Solemn Maul,Solemn_Maul,Two_Hand_Maces,59-123,59,123,91.0,5%,1.2,"Level 54 , 96 Str",54,,
Heavy Greathammer,Heavy_Greathammer,Two_Hand_Maces,94-127,94,127,110.5,5%,1.1,"Level 59 , 104 Str",59,,
Disintegrating Maul,Disintegrating_Maul,Two_Hand_Maces,92-112,92,112,102.0,8%,1.1,"Level 62 , 109 Str",62,,"Causes Enemies to Explode on Critical kill, for 10 % of their Life as Physical Damage"
Runeforged Felled Greatclub,Runeforged_Felled_Greatclub,Two_Hand_Maces,146-197,146,197,171.5,5%,1.1,"Level 38 , 68 Str",38,,
Runemastered Felled Greatclub,Runemastered_Felled_Greatclub,Two_Hand_Maces,217-293,217,293,255.0,10%,1.1,"Level 55 , 97 Str",55,,
Runeforged Oak Greathammer,Runeforged_Oak_Greathammer,Two_Hand_Maces,73-135,73,135,104.0,5%,1,"Level 38 , 68 Str",38,,Causes (20 - 40) % increased Stun Buildup
Runemastered Oak Greathammer,Runemastered_Oak_Greathammer,Two_Hand_Maces,111-207,111,207,159.0,5%,1,"Level 55 , 97 Str",55,,Causes (20 - 40) % increased Stun Buildup
Runeforged Forge Maul,Runeforged_Forge_Maul,Two_Hand_Maces,147-199,147,199,173.0,10%,1.05,"Level 40 , 72 Str",40,,Crushes Enemies on Hit
Runeforged Studded Greatclub,Runeforged_Studded_Greatclub,Two_Hand_Maces,23.5-62.25,5,62,33.5,5%,1.1,"Level 38 , 68 Str",38,,local weapon implicit hidden % base damage is lightning [75]
Runemastered Studded Greatclub,Runemastered_Studded_Greatclub,Two_Hand_Maces,15.5-140.25,5,140,72.5,5%,1.1,"Level 55 , 97 Str",55,,local weapon implicit hidden % base damage is lightning [75]
Runeforged Cultist Greathammer,Runeforged_Cultist_Greathammer,Two_Hand_Maces,144-194,144,194,169.0,5%,1.05,"Level 40 , 72 Str",40,,Strikes deal Splash Damage | (20 - 30) % increased Bleeding Duration
Runeforged Temple Maul,Runeforged_Temple_Maul,Two_Hand_Maces,64-134,64,134,99.0,5%,1.3,"Level 55 , 76 Str , 40 Dex",55,40,
Runeforged Leaden Greathammer,Runeforged_Leaden_Greathammer,Two_Hand_Maces,132-179,132,179,155.5,5%,1.1,"Level 55 , 60 Str , 50 Int",55,,
Runeforged Crumbling Maul,Runeforged_Crumbling_Maul,Two_Hand_Maces,105-128,105,128,116.5,8%,1.1,"Level 55 , 97 Str",55,,"Causes Enemies to Explode on Critical kill, for 10 % of their Life as Physical Damage"
Runeforged Pointed Maul,Runeforged_Pointed_Maul,Two_Hand_Maces,125-188,125,188,156.5,6.5%,1.1,"Level 65 , 114 Str",65,,Strikes deal Splash Damage
Anvil Maul,Anvil_Maul,Two_Hand_Maces,101-136,101,136,118.5,5%,1.05,"Level 67 , 134 Str",67,,Crushes Enemies on Hit
Sacred Maul,Sacred_Maul,Two_Hand_Maces,76-158,76,158,117.0,5%,1.2,"Level 72 , 149 Str",72,,
Ironwood Greathammer,Ironwood_Greathammer,Two_Hand_Maces,105-196,105,196,150.5,5%,1,"Level 77 , 163 Str",77,,Causes (30 - 50) % increased Stun Buildup
Fanatic Greathammer,Fanatic_Greathammer,Two_Hand_Maces,101-137,101,137,119.0,5%,1.05,"Level 78 , 163 Str",78,,Strikes deal Splash Damage
Ruination Maul,Ruination_Maul,Two_Hand_Maces,104-127,104,127,115.5,8%,1.1,"Level 79 , 163 Str",79,,"Causes Enemies to Explode on Critical kill, for 10 % of their Life as Physical Damage"
Massive Greathammer,Massive_Greathammer,Two_Hand_Maces,119-161,119,161,140.0,5%,1.1,"Level 77 , 163 Str",77,,
Tawhoan Greatclub,Tawhoan_Greatclub,Two_Hand_Maces,113-153,113,153,133.0,5%,1.1,"Level 78 , 163 Str",78,,Warcries Empower an additional Attack
Aberrant Sledge,Aberrant_Sledge,Two_Hand_Maces,74-154,74,154,114.0,5%,1.2,"Level 70 , 163 Str",70,,
Runemastered Aberrant Sledge,Runemastered_Aberrant_Sledge,Two_Hand_Maces,151-315,151,315,233.0,5%,1,"Level 70 , 163 Str",70,,
Runemastered Aberrant Sledge,Runemastered_Aberrant_Sledge,Two_Hand_Maces,74-154,74,154,114.0,5%,1.2,"Level 70 , 163 Str",70,,Skills which create Fissures have a 50 % chance to create an additional Fissure
Runemastered Aberrant Sledge,Runemastered_Aberrant_Sledge,Two_Hand_Maces,74-154,74,154,114.0,5%,1.2,"Level 70 , 163 Str",70,,(200 - 300) % increased Freeze Buildup
Runemastered Aberrant Sledge,Runemastered_Aberrant_Sledge,Two_Hand_Maces,29.6-61.6,6,61,33.5,5%,1.2,"Level 70 , 163 Str",70,,local weapon implicit hidden % base damage is cold [80]
Wrapped Quarterstaff,Wrapped_Quarterstaff,Quarterstaves,7-12,7,12,9.5,10%,1.4,,,,
Long Quarterstaff,Long_Quarterstaff,Quarterstaves,9-18,9,18,13.5,10%,1.4,"Level 4 , 9 Dex",4,9,16 % increased Melee Strike Range with this weapon
Gothic Quarterstaff,Gothic_Quarterstaff,Quarterstaves,16-26,16,26,21.0,12%,1.4,"Level 11 , 18 Dex , 9 Int",11,18,
Crackling Quarterstaff,Crackling_Quarterstaff,Quarterstaves,5-22,5,22,13.5,10%,1.4,"Level 16 , 25 Dex , 12 Int",16,25,local weapon implicit hidden added maximum lightning damage [35] local weapon implicit hidden added minimum lightning damage [1]
Crescent Quarterstaff,Crescent_Quarterstaff,Quarterstaves,19-39,19,39,29.0,10%,1.5,"Level 20 , 30 Dex , 14 Int",20,30,
Steelpoint Quarterstaff,Steelpoint_Quarterstaff,Quarterstaves,28-51,28,51,39.5,10%,1.4,"Level 28 , 41 Dex , 18 Int",28,41,
Slicing Quarterstaff,Slicing_Quarterstaff,Quarterstaves,29-60,29,60,44.5,10%,1.4,"Level 33 , 47 Dex , 20 Int",33,47,
Barrier Quarterstaff,Barrier_Quarterstaff,Quarterstaves,35-58,35,58,46.5,10%,1.4,"Level 37 , 52 Dex , 22 Int",37,52,+(12 - 18) % to Block chance
Hefty Quarterstaff,Hefty_Quarterstaff,Quarterstaves,39-81,39,81,60.0,10%,1.3,"Level 45 , 63 Dex , 26 Int",45,63,(20 - 50) % chance to Daze on Hit
Smooth Quarterstaff,Smooth_Quarterstaff,Quarterstaves,59-79,59,79,69.0,0%,1.5,"Level 49 , 68 Dex , 28 Int",49,68,
Anima Quarterstaff,Anima_Quarterstaff,Quarterstaves,47-79,47,79,63.0,10%,1.4,"Level 52 , 72 Dex , 29 Int",52,72,
Graceful Quarterstaff,Graceful_Quarterstaff,Quarterstaves,47-87,47,87,67.0,10%,1.4,"Level 56 , 77 Dex , 31 Int",56,77,
Wyrm Quarterstaff,Wyrm_Quarterstaff,Quarterstaves,57-94,57,94,75.5,10%,1.4,"Level 65 , 89 Dex , 36 Int",65,89,
Reaching Quarterstaff,Reaching_Quarterstaff,Quarterstaves,35-72,35,72,53.5,10%,1.4,"Level 45 , 63 Dex , 26 Int",45,63,16 % increased Melee Strike Range with this weapon
Barbarous Quarterstaff,Barbarous_Quarterstaff,Quarterstaves,42-71,42,71,56.5,12%,1.4,"Level 48 , 67 Dex , 27 Int",48,67,
Arcing Quarterstaff,Arcing_Quarterstaff,Quarterstaves,14-55,14,55,34.5,10%,1.4,"Level 51 , 71 Dex , 29 Int",51,71,local weapon implicit hidden added maximum lightning damage [75] local weapon implicit hidden added minimum lightning damage [1]
Waxing Quarterstaff,Waxing_Quarterstaff,Quarterstaves,39-82,39,82,60.5,10%,1.5,"Level 54 , 75 Dex , 30 Int",54,75,
Bladed Quarterstaff,Bladed_Quarterstaff,Quarterstaves,45-94,45,94,69.5,10%,1.4,"Level 59 , 81 Dex , 33 Int",59,81,
Guardian Quarterstaff,Guardian_Quarterstaff,Quarterstaves,52-86,52,86,69.0,10%,1.4,"Level 62 , 85 Dex , 34 Int",62,85,+(12 - 18) % to Block chance
Runeforged Wrapped Quarterstaff,Runeforged_Wrapped_Quarterstaff,Quarterstaves,93-155,93,155,124.0,10%,1.4,"Level 38 , 54 Dex , 23 Int",38,54,50 % increased Magnitude of Bleeding you inflict
Runeforged Long Quarterstaff,Runeforged_Long_Quarterstaff,Quarterstaves,21-43,21,43,32.0,10%,1.4,"Level 38 , 54 Dex , 23 Int",38,54,16 % increased Melee Strike Range with this weapon
Runemastered Long Quarterstaff,Runemastered_Long_Quarterstaff,Quarterstaves,,,,,10%,1.4,"Level 55 , 76 Dex , 31 Int",55,76,16 % increased Melee Strike Range with this weapon | local weapon implicit hidden % base damage is cold [100]
Runeforged Gothic Quarterstaff,Runeforged_Gothic_Quarterstaff,Quarterstaves,,,,,12%,1.4,"Level 38 , 54 Dex , 23 Int",38,54,local weapon implicit hidden % base damage is fire [100]
Runemastered Gothic Quarterstaff,Runemastered_Gothic_Quarterstaff,Quarterstaves,,,,,12%,1.4,"Level 55 , 76 Dex , 31 Int",55,76,local weapon implicit hidden % base damage is fire [100] | Ignites you inflict deal Damage (30 - 40) % faster
Runeforged Crescent Quarterstaff,Runeforged_Crescent_Quarterstaff,Quarterstaves,,,,,10%,1.5,"Level 40 , 56 Dex , 23 Int",40,56,local weapon implicit hidden % base damage is cold [50] | local weapon implicit hidden % base damage is lightning [50]
Runeforged Steelpoint Quarterstaff,Runeforged_Steelpoint_Quarterstaff,Quarterstaves,90-167,90,167,128.5,10%,1.4,"Level 40 , 56 Dex , 23 Int",40,56,
Sinister Quarterstaff,Sinister_Quarterstaff,Quarterstaves,55-91,55,91,73.0,12%,1.4,"Level 67 , 104 Dex , 41 Int",67,104,
Lunar Quarterstaff,Lunar_Quarterstaff,Quarterstaves,50-103,50,103,76.5,10%,1.5,"Level 72 , 115 Dex , 46 Int",72,115,
Striking Quarterstaff,Striking_Quarterstaff,Quarterstaves,53-111,53,111,82.0,10%,1.4,"Level 77 , 127 Dex , 50 Int",77,127,16 % increased Melee Strike Range with this weapon
Bolting Quarterstaff,Bolting_Quarterstaff,Quarterstaves,24-97,24,97,60.5,10%,1.4,"Level 78 , 127 Dex , 50 Int",78,127,local weapon implicit hidden added maximum lightning damage [100] local weapon implicit hidden added minimum lightning damage [1]
Aegis Quarterstaff,Aegis_Quarterstaff,Quarterstaves,58-97,58,97,77.5,10%,1.4,"Level 79 , 127 Dex , 50 Int",79,127,+(12 - 18) % to Block chance
Razor Quarterstaff,Razor_Quarterstaff,Quarterstaves,65-108,65,108,86.5,10%,1.4,"Level 77 , 127 Dex , 50 Int",77,127,
Skullcrusher Quarterstaff,Skullcrusher_Quarterstaff,Quarterstaves,59-122,59,122,90.5,10%,1.3,"Level 75 , 127 Dex , 50 Int",75,127,(20 - 50) % chance to Daze on Hit
Dreaming Quarterstaff,Dreaming_Quarterstaff,Quarterstaves,99-133,99,133,116.0,0%,1.5,"Level 78 , 127 Dex , 50 Int",78,127,
Warding Quarterstaff,Warding_Quarterstaff,Quarterstaves,51-85,51,85,68.0,10%,1.4,"Level 65 , 127 Dex , 50 Int",65,127,+(30 - 50) to maximum Runic Ward
Runemastered Warding Quarterstaff,Runemastered_Warding_Quarterstaff,Quarterstaves,51-85,51,85,68.0,10%,1.6,"Level 65 , 127 Dex , 50 Int",65,127,+(30 - 50) to maximum Runic Ward
Runemastered Warding Quarterstaff,Runemastered_Warding_Quarterstaff,Quarterstaves,51-85,51,85,68.0,15%,1.4,"Level 65 , 127 Dex , 50 Int",65,127,+(30 - 50) to maximum Runic Ward
Runemastered Warding Quarterstaff,Runemastered_Warding_Quarterstaff,Quarterstaves,85-141,85,141,113.0,10%,1.4,"Level 65 , 127 Dex , 50 Int",65,127,+(30 - 50) to maximum Runic Ward
Makeshift Crossbow,Makeshift_Crossbow,Crossbows,7-12,7,12,9.5,5%,1.6,,,,
Tense Crossbow,Tense_Crossbow,Crossbows,8-15,8,15,11.5,5%,1.6,"Level 4 , 8 Str , 8 Dex",4,8,(20 - 30) % increased Bolt Speed
Sturdy Crossbow,Sturdy_Crossbow,Crossbows,11-26,11,26,18.5,5%,1.55,"Level 10 , 13 Str , 13 Dex",10,13,
Varnished Crossbow,Varnished_Crossbow,Crossbows,12-36,12,36,24.0,5%,1.6,"Level 16 , 19 Str , 19 Dex",16,19,
Dyad Crossbow,Dyad_Crossbow,Crossbows,9-37,9,37,23.0,5%,1.6,"Level 20 , 22 Str , 22 Dex",20,22,Loads an additional bolt
Alloy Crossbow,Alloy_Crossbow,Crossbows,12-50,12,50,31.0,5%,1.7,"Level 26 , 28 Str , 28 Dex",26,28,
Bombard Crossbow,Bombard_Crossbow,Crossbows,14-56,14,56,35.0,5%,1.65,"Level 33 , 34 Str , 34 Dex",33,34,Grenade Skills Fire an additional Projectile
Construct Crossbow,Construct_Crossbow,Crossbows,18-72,18,72,45.0,5%,1.6,"Level 38 , 39 Str , 39 Dex",38,39,
Blackfire Crossbow,Blackfire_Crossbow,Crossbows,20-80,20,80,50.0,7%,1.6,"Level 45 , 45 Str , 45 Dex",45,45,
Piercing Crossbow,Piercing_Crossbow,Crossbows,21-84,21,84,52.5,5%,1.65,"Level 50 , 49 Str , 49 Dex",50,49,(20 - 30) % chance to Pierce an Enemy
Cumbrous Crossbow,Cumbrous_Crossbow,Crossbows,19-76,19,76,47.5,5%,1.6,"Level 52 , 51 Str , 51 Dex",52,51,+1 to maximum number of Summoned Ballista Totems
Dedalian Crossbow,Dedalian_Crossbow,Crossbows,25-99,25,99,62.0,7%,1.55,"Level 56 , 55 Str , 55 Dex",56,55,
Esoteric Crossbow,Esoteric_Crossbow,Crossbows,28-113,28,113,70.5,5%,1.6,"Level 65 , 63 Str , 63 Dex",65,63,
Taut Crossbow,Taut_Crossbow,Crossbows,20-79,20,79,49.5,5%,1.6,"Level 45 , 45 Str , 45 Dex",45,45,(20 - 30) % increased Bolt Speed
Robust Crossbow,Robust_Crossbow,Crossbows,22-89,22,89,55.5,5%,1.55,"Level 48 , 48 Str , 48 Dex",48,48,
Painted Crossbow,Painted_Crossbow,Crossbows,23-92,23,92,57.5,5%,1.6,"Level 51 , 50 Str , 50 Dex",51,50,
Twin Crossbow,Twin_Crossbow,Crossbows,20-82,20,82,51.0,5%,1.6,"Level 54 , 53 Str , 53 Dex",54,53,Loads an additional bolt
Cannonade Crossbow,Cannonade_Crossbow,Crossbows,23-90,23,90,56.5,5%,1.65,"Level 59 , 58 Str , 58 Dex",59,58,Grenade Skills Fire an additional Projectile
Bleak Crossbow,Bleak_Crossbow,Crossbows,27-109,27,109,68.0,5%,1.6,"Level 62 , 60 Str , 60 Dex",62,60,
Runeforged Makeshift Crossbow,Runeforged_Makeshift_Crossbow,Crossbows,41.25-77,25,77,51.0,5%,1.6,"Level 38 , 39 Str , 39 Dex",38,39,local weapon implicit hidden % base damage is cold [45]
Runeforged Tense Crossbow,Runeforged_Tense_Crossbow,Crossbows,44-83,44,83,63.5,5%,1.6,"Level 38 , 39 Str , 39 Dex",38,39,
Runemastered Tense Crossbow,Runemastered_Tense_Crossbow,Crossbows,62-115,62,115,88.5,5%,1.6,"Level 55 , 54 Str , 54 Dex",55,54,
