edge_index,from_node,to_node,from_name,to_name
615,37290,28892,Maximum Rage while Shapeshifted,Primal Rage
616,61811,44452,Physical Damage and Increased Duration,Physical Damage and Increased Duration
617,44452,21809,Physical Damage and Increased Duration,Physical Damage and Increased Duration
618,21809,19162,Physical Damage and Increased Duration,Physical Damage and Increased Duration
619,19162,34143,Physical Damage and Increased Duration,Physical Damage
620,19162,31554,Physical Damage and Increased Duration,Increased Duration
621,19162,15141,Physical Damage and Increased Duration,Impale Chance
622,34143,36408,Physical Damage,Deadly Thorns
623,36408,31757,Deadly Thorns,Physical Mastery
624,21387,53719,Attribute,Attribute
625,21387,3988,Attribute,Empowered Attack Damage
626,51129,15892,Pile On,Damage vs Armour Broken Enemies
627,51129,48717,Pile On,Armour Mastery
628,26437,51129,Armour Break,Pile On
629,52,39131,Zealot's Oath,Attribute
630,39131,11741,Attribute,Attribute
631,39131,55596,Attribute,Critical Damage
632,28981,34871,Rage when Hit,Rage when Hit
633,34871,52764,Rage when Hit,Mystical Rage
634,27980,270,Rage when Hit,Rage Decay
635,27980,28981,Rage when Hit,Rage when Hit
636,270,56219,Rage Decay,Rage Decay
637,56219,52764,Rage Decay,Mystical Rage
638,52764,47606,Mystical Rage,Rage Mastery
639,33722,4140,Attribute,Attribute
640,33722,55048,Attribute,Pain Attunement
641,33722,27980,Attribute,Rage when Hit
642,33722,61811,Attribute,Physical Damage and Increased Duration
643,51832,47722,Warcry Damage,Warcry Damage
644,6514,47173,Cacophony,Warcry Mastery
645,31373,50561,Vocal Empowerment,Empowered Attack Damage
646,31373,47173,Vocal Empowerment,Warcry Mastery
647,47722,6514,Warcry Damage,Cacophony
648,12418,51832,Empowered Attack Damage,Warcry Damage
649,12418,3988,Empowered Attack Damage,Empowered Attack Damage
650,50561,12418,Empowered Attack Damage,Empowered Attack Damage
651,3988,51832,Empowered Attack Damage,Warcry Damage
652,10100,47263,Attribute,Attribute
653,10100,25300,Attribute,Armour Break
654,23307,10100,Attribute,Attribute
655,23307,59945,Attribute,Attribute
656,23307,59886,Attribute,Armour Applies to Lightning Damage Hits
657,27082,3446,Attribute,Attribute
658,27082,24646,Attribute,Strength
659,63243,48160,Ally Damage,Ally Damage
660,63243,49543,Ally Damage,Ally Attack and Cast Speed
661,48160,37778,Ally Damage,Self Sacrificing
662,49543,13108,Ally Attack and Cast Speed,Ally Attack and Cast Speed
663,37778,24929,Self Sacrificing,Minion Mastery
664,37778,13108,Self Sacrificing,Ally Attack and Cast Speed
665,40328,28564,Warcry Speed,Warcry Speed
666,62200,8460,Warcry Cooldown Speed,Warcry Mastery
667,62200,29762,Warcry Cooldown Speed,Guttural Roar
668,9528,62200,Warcry Cooldown Speed,Warcry Cooldown Speed
669,38053,28564,Deafening Cries,Warcry Speed
670,38053,8460,Deafening Cries,Warcry Mastery
671,38053,9528,Deafening Cries,Warcry Cooldown Speed
672,29762,8460,Guttural Roar,Warcry Mastery
673,29762,40328,Guttural Roar,Warcry Speed
674,28564,8460,Warcry Speed,Warcry Mastery
675,47263,38707,Attribute,Attribute
676,47263,18448,Attribute,Attribute
677,47263,58295,Attribute,Attribute
678,47263,60068,Attribute,Rage on Hit
679,61404,51210,Equilibrium,Caster Mastery
680,61404,61429,Equilibrium,Attack and Spell Damage
681,38923,61429,Skill Speed,Attack and Spell Damage
682,38923,511,Skill Speed,Attack and Spell Damage
683,44902,511,Attack and Spell Damage,Attack and Spell Damage
684,61429,44902,Attack and Spell Damage,Attack and Spell Damage
685,511,49734,Attack and Spell Damage,Attribute
686,13482,30136,Punctured Lung,Damage vs Armour Broken Enemies
687,13482,15892,Punctured Lung,Damage vs Armour Broken Enemies
688,22626,45227,Irreparable,Armour Break
689,22626,48717,Irreparable,Armour Mastery
690,45227,42111,Armour Break,Armour Break
691,30136,22626,Damage vs Armour Broken Enemies,Irreparable
692,42111,21387,Armour Break,Attribute
693,42111,26437,Armour Break,Armour Break
694,25300,61796,Armour Break,Armour Break Duration
695,25315,19820,Armour and Applies to Cold Damage,Armour and Applies to Cold Damage
696,25591,25315,Armour and Applies to Cold Damage,Armour and Applies to Cold Damage
697,25591,4527,Armour and Applies to Cold Damage,Attribute
698,19820,5686,Armour and Applies to Cold Damage,Chillproof
699,55635,52440,Damage and Companion Damage,Damage and Companion Damage
700,55635,51807,Damage and Companion Damage,Defences and Companion Life
701,55635,33722,Damage and Companion Damage,Attribute
702,53893,21784,Damage and Companion Damage,Pack Encouragement
703,55450,57089,Rallying Form,Defences and Companion Life
704,55450,34443,Rallying Form,Companion Mastery
705,21784,50118,Pack Encouragement,Companion Resistance and Life
706,21784,34443,Pack Encouragement,Companion Mastery
707,50118,55450,Companion Resistance and Life,Rallying Form
708,51807,57089,Defences and Companion Life,Defences and Companion Life
709,52440,53893,Damage and Companion Damage,Damage and Companion Damage
710,59945,4527,Attribute,Attribute
711,59945,45327,Attribute,Stun Buildup
712,59945,21684,Attribute,Block and Shield Defences
713,28489,27216,Shapeshifted Skill Effect Duration,Shapeshifted Energy Shield Delay
714,28489,56890,Shapeshifted Skill Effect Duration,Endlessly Soaring
715,56890,12005,Endlessly Soaring,Shapeshifting Mastery
716,33562,27216,Shapeshifted Damage,Shapeshifted Energy Shield Delay
717,33562,27611,Shapeshifted Damage,Shapeshifted Elemental Damage
718,27611,30546,Shapeshifted Elemental Damage,Electrified Claw
719,27611,28489,Shapeshifted Elemental Damage,Shapeshifted Skill Effect Duration
720,27216,30546,Shapeshifted Energy Shield Delay,Electrified Claw
721,30546,12005,Electrified Claw,Shapeshifting Mastery
722,57273,33562,Shapeshifted Damage,Shapeshifted Damage
723,60619,541,Scales of the Wyvern,Shapeshifted Energy Shield Recharge
724,60619,41609,Scales of the Wyvern,Shapeshifted Energy Shield Recharge
725,60619,31010,Scales of the Wyvern,Shapeshifted Energy Shield Delay
726,60619,27216,Scales of the Wyvern,Shapeshifted Energy Shield Delay
727,60619,12005,Scales of the Wyvern,Shapeshifting Mastery
728,26104,43282,Spirit of the Wyvern,Shapeshifted Elemental Damage
729,26104,55672,Spirit of the Wyvern,Shapeshifted Accuracy Rating
730,26104,32186,Spirit of the Wyvern,Shapeshifted Accuracy Rating
731,26104,27611,Spirit of the Wyvern,Shapeshifted Elemental Damage
732,26104,12005,Spirit of the Wyvern,Shapeshifting Mastery
733,38365,34626,Recover Life on consuming Endurance Charge,Recover Life on consuming Endurance Charge
734,38365,46499,Recover Life on consuming Endurance Charge,Guts
735,61142,38365,Recover Life on consuming Endurance Charge,Recover Life on consuming Endurance Charge
736,34626,61142,Recover Life on consuming Endurance Charge,Recover Life on consuming Endurance Charge
737,34626,4527,Recover Life on consuming Endurance Charge,Attribute
738,32349,3446,Giant's Blood,Attribute
739,61796,8260,Armour Break Duration,Armour Break Duration
740,38066,25300,Armour Break and Armour,Armour Break
741,8260,21453,Armour Break Duration,Breakage
742,10286,38066,Armour Break and Armour,Armour Break and Armour
743,20791,13777,Power Charge Duration and Energy Shield,Power Charge Duration and Energy Shield
744,20791,11741,Power Charge Duration and Energy Shield,Attribute
745,13777,38532,Power Charge Duration and Energy Shield,Thirst for Power
746,38532,31779,Thirst for Power,Power Charge Mastery
747,38707,49734,Attribute,Attribute
748,38707,28564,Attribute,Warcry Speed
749,38707,11464,Attribute,Movement Speed
750,38707,3723,Attribute,Attack and Minion Damage
751,24855,39347,Attack Mastery,Breaking Blows
752,24855,48014,Attack Mastery,Honourless
753,17138,51903,Melee Damage,Melee Damage
754,53308,17138,Melee Damage,Melee Damage
755,51903,55058,Melee Damage,Melee Damage against Immobilised
756,51903,39347,Melee Damage,Breaking Blows
757,55058,63790,Melee Damage against Immobilised,Melee Damage against Immobilised
758,63790,48014,Melee Damage against Immobilised,Honourless
759,11741,17282,Attribute,Mana Regeneration
760,11741,31159,Attribute,Life Regeneration while Stationary
761,24801,40736,Attack Damage and Presence Area,Glory Generation and Attack Damage
762,34305,31545,Glory Generation and Attack Damage,Attack Damage and Presence Area
763,40736,34305,Glory Generation and Attack Damage,Glory Generation and Attack Damage
764,40736,15606,Glory Generation and Attack Damage,Thrill of the Fight
765,8171,45162,Presence Area,Presence Area
766,45162,24801,Presence Area,Attack Damage and Presence Area
767,45162,63031,Presence Area,Glorious Anticipation
768,63031,41821,Glorious Anticipation,Attack Mastery
769,15606,41821,Thrill of the Fight,Attack Mastery
770,31545,8171,Attack Damage and Presence Area,Presence Area
771,31545,3446,Attack Damage and Presence Area,Attribute
772,60064,47263,Physical Damage,Attribute
773,60064,3027,Physical Damage,Physical Damage
774,3027,54228,Physical Damage,Physical Damage
775,54228,64240,Physical Damage,Battle Fever
776,64240,52220,Battle Fever,Physical Mastery
777,61409,13075,Strength,Strength
778,24646,61409,Strength,Strength
779,59061,28267,Critical Damage,Desensitisation
780,2672,45569,Spell Critical Damage,Spell Critical Damage
781,8509,59061,Critical Damage,Critical Damage
782,45569,55596,Spell Critical Damage,Critical Damage
783,55596,8509,Critical Damage,Critical Damage
784,28267,2672,Desensitisation,Spell Critical Damage
785,28267,35085,Desensitisation,Critical Mastery
786,21453,10286,Breakage,Armour Break and Armour
787,63114,26725,Attribute,[Jewel] Socket
788,63114,21387,Attribute,Attribute
789,63114,26176,Attribute,Attack Critical Damage
790,63114,35048,Attribute,Attack Critical Chance
791,13075,50392,Strength,Brute Strength
792,41701,11741,Endurance Charge Duration and Armour,Attribute
793,41701,11027,Endurance Charge Duration and Armour,Endurance Charge Duration and Armour
794,11027,59433,Endurance Charge Duration and Armour,Thirst for Endurance
795,59433,60916,Thirst for Endurance,Endurance Charge Mastery
796,4140,59093,Attribute,Attribute
797,4140,57273,Attribute,Shapeshifted Damage
798,4140,296,Attribute,Elemental Penetration
799,40105,20558,Attack Speed and Minion Attack Speed,Among the Hordes
800,30258,40105,Attack Speed and Minion Attack Speed,Attack Speed and Minion Attack Speed
801,3723,16413,Attack and Minion Damage,Attack and Minion Damage
802,3723,17092,Attack and Minion Damage,Maximum Rage
803,16413,42660,Attack and Minion Damage,Commanding Rage
804,17092,10484,Maximum Rage,Maximum Rage
805,10484,42660,Maximum Rage,Commanding Rage
806,42660,54849,Commanding Rage,Minion Offence Mastery
807,25014,50228,Warcry Speed,Fire Damage
808,62360,25014,Empowered Attack Damage,Warcry Speed
809,36333,62360,Explosive Empowerment,Empowered Attack Damage
810,36333,49259,Explosive Empowerment,Warcry Mastery
811,50228,20511,Fire Damage,Cremating Cries
812,20511,53804,Cremating Cries,Fire Damage
813,20511,49259,Cremating Cries,Warcry Mastery
814,42059,36333,Empowered Attack Damage,Explosive Empowerment
815,53804,56112,Fire Damage,Extinguishing Exhalation
816,56112,42059,Extinguishing Exhalation,Empowered Attack Damage
817,56112,49259,Extinguishing Exhalation,Warcry Mastery
818,35048,43650,Attack Critical Chance,Critical Chance and Damage
819,26176,43650,Attack Critical Damage,Critical Chance and Damage
820,43650,21070,Critical Chance and Damage,Attack Critical Chance
821,43650,53386,Critical Chance and Damage,Attack Critical Damage
822,21070,57388,Attack Critical Chance,Overwhelming Strike
823,57388,9698,Overwhelming Strike,Critical Mastery
824,53386,57388,Attack Critical Damage,Overwhelming Strike
825,49734,46741,Attribute,Stun Buildup
826,49734,9414,Attribute,Elemental Damage
827,49734,32768,Attribute,Glory Generation
828,39102,13228,Gain Maximum Power Charges on Gaining Power Charge,Gain Maximum Power Charges on Gaining Power Charge
829,43486,54289,Gain Maximum Power Charges on Gaining Power Charge,Gift of the Plains
830,43486,39102,Gain Maximum Power Charges on Gaining Power Charge,Gain Maximum Power Charges on Gaining Power Charge
831,13228,43486,Gain Maximum Power Charges on Gaining Power Charge,Gain Maximum Power Charges on Gaining Power Charge
832,44017,4527,Resolute Technique,Attribute
833,41147,23797,Armour and  Applies to Lightning Damage,Armour and  Applies to Lightning Damage
834,23797,31370,Armour and  Applies to Lightning Damage,Armour and  Applies to Lightning Damage
835,31370,32448,Armour and  Applies to Lightning Damage,Shockproof
836,4621,57202,Stun and Elemental Threshold,Stun Threshold
837,54297,25678,Life Costs and Chaos Damage,Life Costs and Chaos Damage
838,24993,54297,Life Costs and Chaos Damage,Life Costs and Chaos Damage
839,43721,24993,Life Costs and Chaos Damage,Life Costs and Chaos Damage
840,9554,8723,Life Costs and Chaos Damage,Flesh Withstands
841,11160,43721,Relinquish Your Life,Life Costs and Chaos Damage
842,11160,21374,Relinquish Your Life,Life Mastery
843,49769,21374,Corruption Endures,Life Mastery
844,16332,49258,Stun Threshold,Life Costs and Chaos Damage
845,16332,11160,Stun Threshold,Relinquish Your Life
846,1628,49769,Stun Threshold,Corruption Endures
847,1628,9554,Stun Threshold,Life Costs and Chaos Damage
848,57202,1628,Stun Threshold,Stun Threshold
849,3681,57386,Elemental Threshold,Elemental Threshold
850,57386,4621,Elemental Threshold,Stun and Elemental Threshold
851,8723,3681,Flesh Withstands,Elemental Threshold
852,8723,21374,Flesh Withstands,Life Mastery
853,49258,49769,Life Costs and Chaos Damage,Corruption Endures
854,25678,49258,Life Costs and Chaos Damage,Life Costs and Chaos Damage
855,3446,61938,Attribute,Jagged Ground Effect
856,3446,58088,Attribute,Block and Movement Penalty with Raised Shield
857,3446,41147,Attribute,Armour and  Applies to Lightning Damage
858,51737,8272,Cooldown Recovery Rate,Weapon Master
859,4527,54701,Attribute,Thorns
860,20115,49734,Attribute,Attribute
861,20115,24420,Attribute,Critical Chance
862,20115,63243,Attribute,Ally Damage
863,20115,30258,Attribute,Attack Speed and Minion Attack Speed
864,62757,46741,Stun Buildup,Stun Buildup
865,4673,10047,Hulking Smash,Stun Buildup
866,4673,51812,Hulking Smash,Attack Mastery
867,10047,62757,Stun Buildup,Stun Buildup
868,64807,59945,Attack Area Damage and Area,Attribute
869,46674,35921,Attack Area,Attack Area
870,46674,64807,Attack Area,Attack Area Damage and Area
871,35921,5642,Attack Area,Behemoth
872,57405,64807,Area Damage,Attack Area Damage and Area
873,5642,57405,Behemoth,Area Damage
874,53527,58855,Shattering Blow,Armour Mastery
875,4985,58855,Flip the Script,Armour Mastery
876,64525,58855,Easy Target,Armour Mastery
877,45327,10251,Stun Buildup,Stun Buildup
878,7204,53527,Stun Buildup,Shattering Blow
879,7204,4985,Stun Buildup,Flip the Script
880,7204,64525,Stun Buildup,Easy Target
881,10251,7204,Stun Buildup,Stun Buildup
882,35369,1459,Investing Energies,Mana Regeneration
883,1459,47252,Mana Regeneration,Mana Regeneration
884,17282,47252,Mana Regeneration,Mana Regeneration
885,43579,35369,Mana Mastery,Investing Energies
886,62518,41414,Fire Resistance,Cold Resistance
887,4547,2946,Unnatural Resilience,Fire Resistance Mastery
888,41414,4547,Cold Resistance,Unnatural Resilience
889,41363,62518,Lightning Resistance,Fire Resistance
890,29197,11428,Archon Duration and Critical Damage,Exhaust All Power
891,23436,29197,Archon Duration and Critical Damage,Archon Duration and Critical Damage
892,26300,23436,Archon Duration and Critical Damage,Archon Duration and Critical Damage
893,15913,32599,Area of Effect and Damage,Area of Effect
894,15913,61362,Area of Effect and Damage,Area Damage
895,15913,49734,Area of Effect and Damage,Attribute
896,36737,7542,Area Damage,Encompassing Domain
897,61362,36737,Area Damage,Area Damage
898,28516,7542,Area of Effect,Encompassing Domain
899,32599,28516,Area of Effect,Area of Effect
900,51821,20115,Attribute,Attribute
901,51821,25014,Attribute,Warcry Speed
902,51821,39102,Attribute,Gain Maximum Power Charges on Gaining Power Charge
903,31159,46017,Life Regeneration while Stationary,Life Regeneration while Stationary
904,54962,35849,Life Regeneration while Stationary,Thickened Arteries
905,46017,54962,Life Regeneration while Stationary,Life Regeneration while Stationary
906,12382,35849,Life Mastery,Thickened Arteries
907,43653,26518,Cold Damage,Cold Nature
908,43653,48171,Cold Damage,Cold Damage
909,40803,3218,Sigil of Ice,Elemental Damage
910,40803,44298,Sigil of Ice,Elemental Mastery
911,3218,48171,Elemental Damage,Cold Damage
912,58088,16620,Block and Movement Penalty with Raised Shield,Movement Penalty with Raised Shield
913,16620,21161,Movement Penalty with Raised Shield,Movement Penalty with Raised Shield
914,41442,58088,Block and Stun Threshold,Block and Movement Penalty with Raised Shield
915,21161,10500,Movement Penalty with Raised Shield,Dazing Blocks
916,64324,41442,Block and Stun Threshold,Block and Stun Threshold
917,10500,6900,Dazing Blocks,Maximum Block
918,10500,9040,Dazing Blocks,Shield Mastery
919,26479,64324,Steadfast Resolve,Block and Stun Threshold
920,26479,9040,Steadfast Resolve,Shield Mastery
921,6900,26479,Maximum Block,Steadfast Resolve
922,6900,45751,Maximum Block,Frightening Shield
923,9040,45751,Shield Mastery,Frightening Shield
924,18505,45090,Crushing Verdict,Attack Damage
925,18505,50616,Crushing Verdict,Attack Mastery
926,18496,50616,Lasting Trauma,Attack Mastery
927,18073,49952,Attack Damage,Ailment Effect
928,18073,63114,Attack Damage,Attribute
929,36027,18073,Attack Damage,Attack Damage
930,49952,13856,Ailment Effect,Ailment Effect
931,45090,36027,Attack Damage,Attack Damage
932,13856,18496,Ailment Effect,Lasting Trauma
933,24339,58295,Life Flasks,Attribute
934,7060,24339,Life Flasks,Life Flasks
935,28214,1973,Mana Flasks,Mana Flasks
