node_key,skill,id,name,type,ascendancy_id,group,orbit,orbit_index,x,y,stats,stat_count,recipe,flavour_text,reminder_text,granted_passive_points,granted_skill_name,granted_skill_type_line,granted_skill_base_type,is_notable,is_keystone,is_mastery,is_jewel_socket,is_ascendancy_start,is_generic_attribute,keystones_in_radius,out,in,edges,icon,active_effect_image,extra_json
24807,24807,AscendancyWarrior1Notable8,Stone Skin,notable,Warrior1,69,0,0,-18659.6,3126.31,50% more [Armour|Armour] from Equipped Body Armour,1,,,,,,,,true,,,,,,,,29323,117,Art/2DArt/SkillIcons/passives/Titan/TitanMoreBodyArmour.png,,
61983,61983,AscendancyDruid2Notable5,Avatar of Evolution,notable,Druid2,70,0,0,-18567.2,-3513.86,5% of [Physical|Physical] Damage taken as [Fire|Fire] Damage|5% of [Physical|Physical] Damage taken as [Lightning|Lightning] Damage|5% of [Physical|Physical] Damage taken as [Cold|Cold] Damage|[Adaptation|Adaptations] have a duration of 5 seconds|Double [Adaptation] Effect,5,,,,,,,,true,,,,,,,,46654,106,Art/2DArt/SkillIcons/passives/Shaman/ShamanEvenMoreAdaptation.png,,
46654,46654,AscendancyDruid2Small5,Elemental Resistances,ascendancy_small,Druid2,71,0,0,-18567.2,-2954.17,+3% to all [ElementalDamage|Elemental] [Resistances],1,,,,,,,,,,,,,,,61983,58646,100|106,Art/2DArt/SkillIcons/passives/Shaman/ShamanNode.png,,
28745,28745,AscendancyDruid2Notable2,Bringer of the Apocalypse,notable,Druid2,72,0,0,-18302.1,-3694.04,Grants Skill: <underline>{Apocalypse},1,,,,,,Apocalypse,Apocalypse,true,,,,,,,,26063,107,Art/2DArt/SkillIcons/passives/Shaman/ShamanUnleashTheElements.png,,
26063,26063,AscendancyDruid2Small2,Elemental Damage,ascendancy_small,Druid2,73,0,0,-18298.9,-3046.83,12% increased [ElementalDamage|Elemental Damage],1,,,,,,,,,,,,,,,28745,62523,108|107,Art/2DArt/SkillIcons/passives/Shaman/ShamanNode.png,,
62523,62523,AscendancyDruid2Notable1,Turning of the Seasons,notable,Druid2,74,0,0,-18297,-2394.44,Enemies in your [Presence|Presence] have [Exposure]|[Gain] 10% of Damage as Extra Damage of a random [ElementalDamage|Element],2,,,,,,,,true,,,,,,,26063,28022,101|108,Art/2DArt/SkillIcons/passives/Shaman/ShamanPickEleDmg.png,,
38014,38014,AscendancyWarrior1Small2,Slam Area of Effect,ascendancy_small,Warrior1,75,0,0,-18262.7,2903.41,[Slam] Skills have 8% increased Area of Effect,1,,,,,,,,,,,,,,,3762,42275,110|109,Art/2DArt/SkillIcons/passives/Titan/TitanNode.png,,
42275,42275,AscendancyWarrior1Notable1,Earthbreaker,notable,Warrior1,76,0,0,-18084.8,3412.2,25% chance for [Slam] Skills you use yourself to cause an additional [Aftershock],1,,,,,,,,true,,,,,,,38014,35453,112|110,Art/2DArt/SkillIcons/passives/Titan/TitanSlamSkillsAftershock.png,,
3762,3762,AscendancyWarrior1Notable2,Ancestral Empowerment,notable,Warrior1,77,9,125,-18797,2792.42,Every second [Slam] Skill you use yourself is [AncestralBoost|Ancestrally Boosted],1,,,,,,,,true,,,,,,,,38014,109,Art/2DArt/SkillIcons/passives/Titan/TitanSlamSkillsFistOfWar.png,,
59540,59540,AscendancyWarrior1Notable3,Mountain Splitter,notable,Warrior1,77,9,67,-17538.1,4972.91,Every Third [Slam] skill that doesn't create Fissures which you use yourself causes 3 additional [Aftershock|Aftershocks] ahead and to each side of the initial area,1,,,,,,,,true,,,,,,,,56842,124,Art/2DArt/SkillIcons/passives/Titan/TitanMountainSplitter.png,,
30115,30115,AscendancyWarrior1Notable5,Hulking Form,notable,Warrior1,77,7,16,-18040.3,3809.19,50% increased effect of [SmallPassive|Small Passive] Skills,1,,,,,,,,true,,,,,,,,27418,115,Art/2DArt/SkillIcons/passives/Titan/TitanSmallPassiveDoubled.png,,
60634,60634,AscendancyWarrior1Notable6,Colossal Capacity,notable,Warrior1,77,5,48,-18392.8,4012.69,Carry a Chest which adds 20 Inventory Slots,1,,,,,,,,true,,,,,,,27418,19424,114|111,Art/2DArt/SkillIcons/passives/Titan/TitanAdditionalInventory.png,,
35453,35453,AscendancyWarrior1Small1,Slam Area of Effect,ascendancy_small,Warrior1,77,5,52,-18470.8,3798.28,[Slam] Skills have 8% increased Area of Effect,1,,,,,,,,,,,,,,,42275,32534,118|112,Art/2DArt/SkillIcons/passives/Titan/TitanNode.png,,
13715,13715,AscendancyWarrior1Small3,Stun Buildup,ascendancy_small,Warrior1,77,5,44,-18246.1,4187.49,18% increased [Stun] Buildup,1,,,,,,,,,,,,,,,59372,32534,120|113,Art/2DArt/SkillIcons/passives/Titan/TitanNode.png,,
19424,19424,AscendancyWarrior1Small5,Strength,ascendancy_small,Warrior1,77,6,48,-18550.4,4103.69,4% increased [Strength],1,,,,,,,,,,,,,,,60634,32534,119|114,Art/2DArt/SkillIcons/passives/Titan/TitanNode.png,,
27418,27418,AscendancyWarrior1Small6,Strength,ascendancy_small,Warrior1,77,4,48,-18246.4,3928.19,4% increased [Strength],1,,,,,,,,,,,,,,,30115,60634,111|115,Art/2DArt/SkillIcons/passives/Titan/TitanNode.png,,
51690,51690,AscendancyWarrior1Small7,Life Regeneration,ascendancy_small,Warrior1,77,6,43,-18305.1,4371.46,Regenerate 0.5% of maximum Life per second,1,,,,,,,,,,,,,,,12000,32534,121|116,Art/2DArt/SkillIcons/passives/Titan/TitanNode.png,,
29323,29323,AscendancyWarrior1Small8,Armour,ascendancy_small,Warrior1,77,6,53,-18659.6,3757.32,20% increased [Armour],1,,,,,,,,,,,,,,,24807,32534,122|117,Art/2DArt/SkillIcons/passives/Titan/TitanNode.png,,
32534,32534,AscendancyWarrior1Start,Titan,ascendancy_start,Warrior1,77,9,96,-18967,4344.19,,0,,,,,,,,,,,,true,,,35453|19424|13715|51690|29323,47175,2788|118|119|120|121|122,Art/2DArt/SkillIcons/passives/damage.png,,
12000,12000,AscendancyWarrior1Notable7,Mysterious Lineage,notable,Warrior1,78,0,0,-17758.3,4687.11,15% more Maximum Life,1,,,,,,,,true,,,,,,,,51690,116,Art/2DArt/SkillIcons/passives/Titan/TitanMoreMaxLife.png,,
59372,59372,AscendancyWarrior1Notable4,Crushing Impacts,notable,Warrior1,79,0,0,-17718,4045.96,25% more Damage against [HeavyStun|Heavy Stunned] Enemies|Your [HitDamage|Hits] are [CrushingBlow|Crushing Blows],2,,,,,,,,true,,,,,,,56842,13715,113|123,Art/2DArt/SkillIcons/passives/Titan/TitanYourHitsCrushEnemies.png,,
56842,56842,AscendancyWarrior1Small4,Stun Buildup,ascendancy_small,Warrior1,80,0,0,-17364.3,4461.71,18% increased [Stun] Buildup,1,,,,,,,,,,,,,,,59540,59372,123|124,Art/2DArt/SkillIcons/passives/Titan/TitanNode.png,,
10763,10763,,,ascendancy_small,Templar3,81,6,50,-18101.5,-6427.17,,0,,,,,,,,,,,,,,,,31686,127,,,
48905,48905,,,ascendancy_small,Templar3,81,6,71,-17386.2,-7549.93,,0,,,,,,,,,,,,,,,,51122,128,,,
21448,21448,,,ascendancy_small,Templar3,81,4,48,-17735.7,-6470.12,,0,,,,,,,,,,,,,,,41624,12040,129|125,,,
56468,56468,,,ascendancy_small,Templar3,81,4,36,-17313.1,-6226.12,,0,,,,,,,,,,,,,,,,41624,130,,,
27155,27155,,,ascendancy_small,Templar3,81,4,1,-17270.6,-7200.27,,0,,,,,,,,,,,,,,,51742,55300,131|126,,,
7659,7659,,,ascendancy_small,Templar3,81,4,16,-16832.5,-6798.87,,0,,,,,,,,,,,,,,,,51742,132,,,
59905,59905,,,ascendancy_small,Templar3,81,2,16,-17455.1,-6632.12,,0,,,,,,,,,,,,,,,,38100,133,,,
65044,65044,,,ascendancy_small,Templar3,81,2,1,-17270.7,-6872.54,,0,,,,,,,,,,,,,,,,48936,134,,,
31686,31686,,,ascendancy_small,Templar3,81,6,56,-18139.4,-6859.82,,0,,,,,,,,,,,,,,,10763,950,135|127,,,
51122,51122,,,ascendancy_small,Templar3,81,6,65,-17794.3,-7401.39,,0,,,,,,,,,,,,,,,48905,950,137|128,,,
12040,12040,,,ascendancy_small,Templar3,81,5,54,-17970.1,-6714.12,,0,,,,,,,,,,,,,,,21448,950,136|129,,,
41624,41624,,,ascendancy_small,Templar3,81,4,42,-17557.1,-6291.5,,0,,,,,,,,,,,,,,,56468,21448,125|130,,,
55300,55300,,,ascendancy_small,Templar3,81,5,67,-17590.8,-7309.57,,0,,,,,,,,,,,,,,,27155,950,138|131,,,
51742,51742,,,ascendancy_small,Templar3,81,4,9,-16968,-7059.19,,0,,,,,,,,,,,,,,,7659,27155,126|132,,,
38100,38100,,,ascendancy_small,Templar3,81,4,58,-17771.7,-6881.03,,0,,,,,,,,,,,,,,,59905,950,139|133,,,
48936,48936,,,ascendancy_small,Templar3,81,4,63,-17658.2,-7059.19,,0,,,,,,,,,,,,,,,65044,950,140|134,,,
950,950,,,ascendancy_start,Templar3,81,6,60,-18039.7,-7133.62,,0,,,,,,,,,,,,true,,,31686|12040|51122|55300|38100|48936,61525,2794|135|136|137|138|139|140,,,
20041,20041,,,ascendancy_small,Druid3,82,6,48,-17628.4,-2466.06,,0,,,,,,,,,,,,,,,,55382,144,,,
33582,33582,,,ascendancy_small,Druid3,82,4,44,-17215.4,-2511.74,,0,,,,,,,,,,,,,,,59091,44207,145|141,,,
13752,13752,,,ascendancy_small,Druid3,82,4,28,-16588.1,-2511.74,,0,,,,,,,,,,,,,,,,59091,146,,,
31579,31579,,,ascendancy_small,Druid3,82,7,20,-17118.3,-3010.56,,0,,,,,,,,,,,,,,,12816,39614,147|142,,,
19259,19259,,,ascendancy_small,Druid3,82,7,8,-16685.3,-2760.56,,0,,,,,,,,,,,,,,,,12816,148,,,
60599,60599,,,ascendancy_small,Druid3,82,4,2,-16817,-3366.15,,0,,,,,,,,,,,,,,,2573,6830,149|143,,,
35388,35388,,,ascendancy_small,Druid3,82,4,18,-16413.8,-2885.56,,0,,,,,,,,,,,,,,,,2573,150,,,
39772,39772,,,ascendancy_small,Druid3,82,6,0,-16901.8,-3724.56,,0,,,,,,,,,,,,,,,,35311,151,,,
55382,55382,,,ascendancy_small,Druid3,82,6,54,-17740.8,-2885.56,,0,,,,,,,,,,,,,,,20041,28429,152|144,,,
44207,44207,,,ascendancy_small,Druid3,82,4,55,-17387.9,-2928.1,,0,,,,,,,,,,,,,,,33582,28429,154|145,,,
59091,59091,,,ascendancy_small,Druid3,82,4,35,-16859.2,-2399.42,,0,,,,,,,,,,,,,,,13752,33582,141|146,,,
39614,39614,,,ascendancy_small,Druid3,82,4,60,-17324.4,-3129.56,,0,,,,,,,,,,,,,,,31579,28429,155|147,,,
12816,12816,,,ascendancy_small,Druid3,82,0,0,-16901.8,-2885.56,,0,,,,,,,,,,,,,,,19259,31579,142|148,,,
6830,6830,,,ascendancy_small,Druid3,82,4,66,-17145.8,-3308.19,,0,,,,,,,,,,,,,,,60599,28429,156|149,,,
2573,2573,,,ascendancy_small,Druid3,82,4,10,-16527.9,-3199.25,,0,,,,,,,,,,,,,,,35388,60599,143|150,,,
35311,35311,,,ascendancy_small,Druid3,82,6,66,-17321.3,-3612.16,,0,,,,,,,,,,,,,,,39772,28429,153|151,,,
28429,28429,,,ascendancy_start,Druid3,82,6,60,-17628.4,-3305.06,,0,,,,,,,,,,,,true,,,55382|35311|44207|39614|6830,61525,2795|152|153|154|155|156,,,
40246,40246,,,ascendancy_small,Marauder2,83,6,60,-17594.8,9160.39,,0,,,,,,,,,,,,,,,36598,14143,160|157,,,
28539,28539,,,ascendancy_small,Marauder2,83,6,0,-16868.2,8740.89,,0,,,,,,,,,,,,,,,,36598,161,,,
31425,31425,,,ascendancy_small,Marauder2,83,3,22,-17035.2,9290.64,,0,,,,,,,,,,,,,,,,6799,162,,,
21343,21343,,,ascendancy_small,Marauder2,83,7,3,-16691.4,9403.12,,0,,,,,,,,,,,,,,,,40358,163,,,
4615,4615,,,ascendancy_small,Marauder2,83,3,8,-16579,9746.89,,0,,,,,,,,,,,,,,,,12261,164,,,
65098,65098,,,ascendancy_small,Marauder2,83,6,36,-16868.2,10418.9,,0,,,,,,,,,,,,,,,21651|25495,43012,165|158|159,,,
44561,44561,,,ascendancy_small,Marauder2,83,5,18,-16211.2,9579.89,,0,,,,,,,,,,,,,,,,21651,166,,,
6207,6207,,,ascendancy_small,Marauder2,83,6,15,-16057.8,9362.75,,0,,,,,,,,,,,,,,,,25495,167,,,
14143,14143,,,ascendancy_small,Marauder2,83,6,54,-17707.2,9579.89,,0,,,,,,,,,,,,,,,40246,54579,168|160,,,
36598,36598,,,ascendancy_small,Marauder2,83,6,66,-17287.7,8853.3,,0,,,,,,,,,,,,,,,28539,40246,157|161,,,
6799,6799,,,ascendancy_small,Marauder2,83,3,18,-17202.2,9579.89,,0,,,,,,,,,,,,,,,31425,54579,169|162,,,
40358,40358,,,ascendancy_small,Marauder2,83,7,16,-17084.7,9704.89,,0,,,,,,,,,,,,,,,21343,54579,170|163,,,
12261,12261,,,ascendancy_small,Marauder2,83,3,14,-17035.2,9869.15,,0,,,,,,,,,,,,,,,4615,54579,171|164,,,
43012,43012,,,ascendancy_small,Marauder2,83,6,42,-17287.7,10306.5,,0,,,,,,,,,,,,,,,65098,54579,172|165,,,
21651,21651,,,ascendancy_small,Marauder2,83,5,30,-16539.7,10148.9,,0,,,,,,,,,,,,,,,44561,65098,158|166,,,
25495,25495,,,ascendancy_small,Marauder2,83,6,27,-16275,10173.2,,0,,,,,,,,,,,,,,,6207,65098,159|167,,,
54579,54579,,,ascendancy_start,Marauder2,83,6,48,-17594.8,9999.39,,0,,,,,,,,,,,,true,,,14143|6799|40358|12261|43012,47175,2785|168|169|170|171|172,,,
34881,34881,,,ascendancy_small,Marauder1,84,6,60,-16418.4,7134.42,,0,,,,,,,,,,,,,,,12004,33810,176|173,,,
8532,8532,,,ascendancy_small,Marauder1,84,6,0,-15691.8,6714.92,,0,,,,,,,,,,,,,,,,12004,177,,,
31553,31553,,,ascendancy_small,Marauder1,84,4,60,-16114.4,7309.92,,0,,,,,,,,,,,,,,,13216,28460,178|174,,,
12389,12389,,,ascendancy_small,Marauder1,84,3,0,-15691.8,7219.92,,0,,,,,,,,,,,,,,,,13216,179,,,
14199,14199,,,ascendancy_small,Marauder1,84,0,0,-15691.8,7553.92,,0,,,,,,,,,,,,,,,,28814,180,,,
42816,42816,,,ascendancy_small,Marauder1,84,4,24,-15269.2,7797.92,,0,,,,,,,,,,,,,,,,41136,181,,,
62672,62672,,,ascendancy_small,Marauder1,84,6,36,-15691.8,8392.92,,0,,,,,,,,,,,,,,,9842,65136,182|175,,,
13434,13434,,,ascendancy_small,Marauder1,84,6,24,-14965.2,7973.42,,0,,,,,,,,,,,,,,,,9842,183,,,
33810,33810,,,ascendancy_small,Marauder1,84,6,54,-16530.8,7553.92,,0,,,,,,,,,,,,,,,34881,16732,185|176,,,
12004,12004,,,ascendancy_small,Marauder1,84,6,66,-16111.3,6827.32,,0,,,,,,,,,,,,,,,8532,34881,173|177,,,
28460,28460,,,ascendancy_small,Marauder1,84,4,53,-16177.9,7596.45,,0,,,,,,,,,,,,,,,31553,16732,184|178,,,
13216,13216,,,ascendancy_small,Marauder1,84,4,66,-15935.8,7131.29,,0,,,,,,,,,,,,,,,12389,31553,174|179,,,
28814,28814,,,ascendancy_small,Marauder1,84,4,48,-16114.4,7797.92,,0,,,,,,,,,,,,,,,14199,16732,186|180,,,
41136,41136,,,ascendancy_small,Marauder1,84,4,42,-15935.8,7976.54,,0,,,,,,,,,,,,,,,42816,16732,187|181,,,
65136,65136,,,ascendancy_small,Marauder1,84,6,42,-16111.3,8280.51,,0,,,,,,,,,,,,,,,62672,16732,188|182,,,
9842,9842,,,ascendancy_small,Marauder1,84,6,30,-15272.3,8280.51,,0,,,,,,,,,,,,,,,13434,62672,175|183,,,
16732,16732,,,ascendancy_start,Marauder1,84,6,48,-16418.4,7973.42,,0,,,,,,,,,,,,true,,,28460|33810|28814|41136|65136,47175,2783|184|185|186|187|188,,,
31558,31558,,,ascendancy_small,Marauder3,85,6,60,-15271.4,9073.93,,0,,,,,,,,,,,,,,,12411,21773,192|189,,,
18654,18654,,,ascendancy_small,Marauder3,85,6,0,-14544.8,8654.43,,0,,,,,,,,,,,,,,,,12411,193,,,
47952,47952,,,ascendancy_small,Marauder3,85,4,4,-14377.9,9034.86,,0,,,,,,,,,,,,,,,,30817,194,,,
63748,63748,,,ascendancy_small,Marauder3,85,5,58,-15162.2,9268.73,,0,,,,,,,,,,,,,,,,47642,195,,,
12826,12826,,,ascendancy_small,Marauder3,85,4,59,-14987.1,9287.2,,0,,,,,,,,,,,,,,,30817,38626,196|190,,,
18068,18068,,,ascendancy_small,Marauder3,85,4,36,-14544.8,9981.43,,0,,,,,,,,,,,,,,,,11674,197,,,
23860,23860,,,ascendancy_small,Marauder3,85,6,36,-14544.8,10332.4,,0,,,,,,,,,,,,,,,61057,52088,198|191,,,
23647,23647,,,ascendancy_small,Marauder3,85,6,24,-13818.2,9912.93,,0,,,,,,,,,,,,,,,,61057,199,,,
21773,21773,,,ascendancy_small,Marauder3,85,6,53,-15380.6,9566.56,,0,,,,,,,,,,,,,,,31558,51916,200|192,,,
12411,12411,,,ascendancy_small,Marauder3,85,6,66,-14964.3,8766.84,,0,,,,,,,,,,,,,,,18654,31558,189|193,,,
30817,30817,,,ascendancy_small,Marauder3,85,4,66,-14788.8,9070.81,,0,,,,,,,,,,,,,,,47952,12826,190|194,,,
47642,47642,,,ascendancy_small,Marauder3,85,5,52,-15191.8,9607.52,,0,,,,,,,,,,,,,,,63748,51916,201|195,,,
38626,38626,,,ascendancy_small,Marauder3,85,4,50,-15003.4,9660.34,,0,,,,,,,,,,,,,,,12826,51916,202|196,,,
11674,11674,,,ascendancy_small,Marauder3,85,4,44,-14858.5,9867.26,,0,,,,,,,,,,,,,,,18068,51916,203|197,,,
52088,52088,,,ascendancy_small,Marauder3,85,6,42,-14964.3,10220,,0,,,,,,,,,,,,,,,23860,51916,204|198,,,
61057,61057,,,ascendancy_small,Marauder3,85,6,30,-14125.3,10220,,0,,,,,,,,,,,,,,,23647,23860,191|199,,,
51916,51916,,,ascendancy_start,Marauder3,85,6,48,-15271.4,9912.93,,0,,,,,,,,,,,,true,,,21773|47642|38626|11674|52088,47175,2784|200|201|202|203|204,,,
58058,58058,oracle_bow_mastery1,Bow Mastery,mastery,,86,0,0,-12135.7,-1230.15,,0,,,,,,,,,,true,,,,,,17894,214,Art/2DArt/SkillIcons/passives/MasteryGroupBow.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryBowPattern.png,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
21218,21218,oracle_bow_movement1,Bow Damage,small,,86,3,5,-11813,-1316.59,16% increased Damage with Bows,1,,,,,,,,,,,,,,,7066|13950,45226,208|205|206,Art/2DArt/SkillIcons/passives/BowDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
60708,60708,oracle_bow_movement2,Bow Damage,small,,86,3,17,-12458.3,-1143.7,16% increased Damage with Bows,1,,,,,,,,,,,,,,,17894,11666|8423,209|213|207,Art/2DArt/SkillIcons/passives/BowDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
45226,45226,oracle_bow_movement3,Bow Damage,small,,86,4,24,-11713,-986.145,16% increased Damage with Bows,1,,,,,,,,,,,,,,,21218,28982,286|208,Art/2DArt/SkillIcons/passives/BowDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
11666,11666,oracle_bow_movement4_,Reduced Movement Penalty,small,,86,2,17,-12294.1,-1187.7,6% reduced Movement Speed Penalty from using Skills while moving,1,,,,,,,,,,,,,,,60708,13950,210|209,Art/2DArt/SkillIcons/passives/MovementSpeedandEvasion.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
13950,13950,oracle_bow_movement5,Reduced Movement Penalty,small,,86,2,5,-11977.2,-1272.59,6% reduced Movement Speed Penalty from using Skills while moving,1,,,,,,,,,,,,,,,11666,21218,206|210,Art/2DArt/SkillIcons/passives/MovementSpeedandEvasion.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
7066,7066,oracle_bow_movement6,Bow Attack Speed,small,,86,4,6,-11891.7,-1652.77,5% increased [Attack] Speed with Bows,1,,,,,,,,,,,,,,,23932,21218,205|211,Art/2DArt/SkillIcons/passives/BowDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
23932,23932,oracle_bow_movement7_,Bow Attack Speed,small,,86,5,69,-12305.7,-1864.76,5% increased [Attack] Speed with Bows,1,,,,,,,,,,,,,,,8423,7066,211|212,Art/2DArt/SkillIcons/passives/BowDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
8423,8423,oracle_bow_movement8,Bow Attack Speed,small,,86,4,60,-12558.3,-1474.15,5% increased [Attack] Speed with Bows,1,,,,,,,,,,,,,,,60708,23932,212|213,Art/2DArt/SkillIcons/passives/BowDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
17894,17894,oracle_bow_movement9,Her Final Bite,notable,,86,4,42,-12379.7,-807.525,20% increased Physical Damage with Bows|[Bow|Bow] [Attack|Attacks] have [CullingStrike|Culling Strike],2,,,,,,,,true,,,,,,,58058,60708,207|214,Art/2DArt/SkillIcons/passives/BowDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
47753,47753,fire48,Fire Penetration,small,,87,0,0,-11896.8,-1926.84,Damage [Penetration|Penetrates] 8% [Resistances|Fire Resistance],1,,,,,,,,,,,,,,,51868,64819,252|215,Art/2DArt/SkillIcons/passives/firedamagestr.png,,
36025,36025,oracle_big_family1,Minion Damage,small,,88,6,30,-11263.1,-4986.2,[Minion|Minions] deal 12% increased Damage,1,,,,,,,,,,,,,,,44309,829|32474,221|446|216,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
57079,57079,oracle_big_family10,Known by All,notable,,88,5,12,-11113.6,-6041.29,[TemporaryMinion|Temporary Minion] Skills have +2 to [Limit] of [Minion|Minions] summoned,1,,,,,,,,true,,,,,,,19966|15842,22221,224|217|218,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
44309,44309,oracle_big_family2_,Companion Damage,small,,88,5,35,-11625.3,-5058.29,[Companion|Companions] deal 15% increased Damage,1,,,,,,,,,,,,,,,44485,36025,216|219,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
44485,44485,oracle_big_family3,Companion Damage,small,,88,5,41,-11960.3,-5117.35,[Companion|Companions] deal 15% increased Damage,1,,,,,,,,,,,,,,,7553,44309,219|220,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
829,829,oracle_big_family4_,Minion Duration,small,,88,5,25,-11144.4,-5335.96,25% increased Minion Duration,1,,,,,,,,,,,,,,,36025,19966,222|221,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
19966,19966,oracle_big_family5,Minion Duration,small,,88,5,19,-11028.1,-5655.53,25% increased Minion Duration,1,,,,,,,,,,,,,,,829,57079,217|222,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
43385,43385,oracle_big_family6,Minion Damage,small,,88,7,18,-11932.6,-5712.79,[Minion|Minions] deal 15% increased Damage,1,,,,,,,,,,,,,,,64139,7553,225|223,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
22221,22221,oracle_big_family7,Minion Damage,small,,88,7,2,-11557.6,-5929.3,[Minion|Minions] deal 15% increased Damage,1,,,,,,,,,,,,,,,57079,64139,227|224,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
7553,7553,oracle_big_family8,Trusted Partner,notable,,88,5,48,-12251.6,-5384.29,[Companion|Companions] have 20% increased maximum Life|5% of Damage from [HitDamage|Hits] is taken from your Damageable [Companion]'s Life before you,2,,,,,,,,true,,,,,,,43385|15842,44485,220|225|226,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
64139,64139,oracle_big_family9,Friend to Many,notable,,88,2,10,-11600.6,-5570.77,[Minion|Minions] deal 10% increased Damage with [Command] Skills for each different type of [Persistent] [Minion] in your [Presence],1,,,,,,,,true,,,,,,,22221|15842,43385,223|227|228,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
15842,15842,oracle_big_family_mastery1__,Minion Mastery,mastery,,88,3,10,-11515.6,-5423.54,,0,,,,,,,,,,true,,,,,,57079|7553|64139,218|226|228,,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryMinionOffencePattern.png,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
18353,18353,oracle_rust_king1,Physical and Lightning Damage,small,,89,6,20,-10837.9,759.996,12% increased [Lightning] Damage|12% increased [Physical] Damage,2,,,,,,,,,,,,,,51749,20496|3544,1200,282|229|230,Art/2DArt/SkillIcons/passives/LightningDamagenode.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
42762,42762,oracle_rust_king2,Physical Damage,small,,89,4,61,-12063.9,334.4,15% increased [Physical] Damage,1,,,,,,,,,,,,,,,58197,11984,232|231,Art/2DArt/SkillIcons/passives/PhysicalDamageNode.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
11984,11984,oracle_rust_king3,Physical Damage,small,,89,4,7,-11384.3,214.559,15% increased [Physical] Damage,1,,,,,,,,,,,,,,51749,42762,20496,233|232,Art/2DArt/SkillIcons/passives/PhysicalDamageNode.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
