id,int_id,name,page_name,main_page,atlas_sub_tree,type,frame,icon,stat_text_raw,stat_text,flavour_text,reminder_text,connections,connection_count,skill_points,weapon_set_points,buff_id,is_in_game,is_atlas_passive,is_keystone,is_notable,is_starting_node,is_multiple_choice,is_multiple_choice_option,is_icon_only,is_jewel_socket,is_attribute,is_free
AtlasBiomeGenericNotable2,,Plentiful Lands,,,Generic,notable,,File:GemlingSkillsAdditionalSupport (Gemling) passive skill icon.png,20% increased Magic Monsters in Water Areas | 20% increased Magic Monsters in Grass Areas,20% increased [[Magic]] Monsters in [[Biome|Water]] Areas | 20% increased [[Magic]] Monsters in [[Biome|Grass]] Areas,,,"AtlasMagicMonster5,AtlasGenericSmall38,AtlasMagicMonster17,AtlasMonsterPackSizeSelector1",4,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeGenericNotable3,,Between Sand and Sea,,,Generic,notable,,File:GemlingSkillsAdditionalSupport (Gemling) passive skill icon.png,5% increased Pack Size in Desert Areas | 5% increased Pack Size in Water Areas,5% increased Pack Size in [[Biome|Desert]] Areas | 5% increased Pack Size in [[Biome|Water]] Areas,,,"AtlasTabletNotable3,AtlasMonsterPackSizeSelector1",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeGenericNotable4,,Highs and Lows,,,Generic,notable,,File:GemlingSkillsAdditionalSupport (Gemling) passive skill icon.png,10% increased Rarity of Items found in Mountain Areas | 10% increased Rarity of Items found in Swamp Areas,10% increased [[Rarity]] of Items found in [[Biome|Mountain]] Areas | 10% increased [[Rarity]] of Items found in [[Biome|Swamp]] Areas,,,"AtlasGenericSmall3,AtlasGenericSmall1,AtlasMonsterPackSizeSelector1,AtlasRareMonsterModifiersChance3",4,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeGenericNotable5,,Hidden Things in Shaded Places,,,Generic,notable,,File:GemlingSkillsAdditionalSupport (Gemling) passive skill icon.png,10% increased Rarity of Items Dropped by Unique Monsters in Forest Areas | 10% increased Rarity of Items Dropped by Unique Monsters in Swamp Areas,10% increased [[Rarity]] of Items Dropped by Unique Monsters in [[Biome|Forest]] Areas | 10% increased [[Rarity]] of Items Dropped by Unique Monsters in [[Biome|Swamp]] Areas,,,"AtlasBiomeGrass3,AtlasContentTypeSelector1,AtlasGenericSmall38,AtlasUniqueMonsterDropRarity3",4,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeGrass1,,Grass Biome: Azmeri Spirit Chance,,,Generic,small,,File:GrassBiomeNode (AtlasTrees) passive skill icon.png,Grass Areas have 60% increased chance to contain Azmeri Spirits,[[Biome|Grass]] Areas have 60% increased chance to contain [[Azmeri Spirit]]s,,,"AtlasBiomeGrassNotable2_,AtlasAzmeriSpiritNotable6,AtlasBiomeGrassNotable1",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeGrass2_,,Grass Biome: Pack Size,,,Generic,small,,File:GrassBiomeNode (AtlasTrees) passive skill icon.png,3% increased Pack Size in Grass Areas,3% increased Pack Size in [[Biome|Grass]] Areas,,,"AtlasBiomeGrassNotable3,AtlasBiomeGrassNotable2_",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeGrass3,,Grass Biome: Summoning Circle Chance,,,Generic,small,,File:GrassBiomeNode (AtlasTrees) passive skill icon.png,Grass Areas have 50% increased chance to contain Summoning Circles,[[Biome|Grass]] Areas have 50% increased chance to contain [[Summoning Circle]]s,,,"AtlasBiomeGrassNotable1,AtlasBiomeGenericNotable5",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeGrassNotable1,,Moths to the Flame,,,Generic,notable,,File:GrassBiome (AtlasTrees) passive skill icon.png,Summoning Circles in Grass Areas have a 20% chance to also summon an Azmeri Spirit,[[Summoning Circle]]s in [[Biome|Grass]] Areas have a 20% chance to also summon an [[Azmeri Spirit]],,,"AtlasBiomeGrass3,AtlasBiomeGrass1",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeGrassNotable2_,,Whispers of the Waving Grains,,,Generic,notable,,File:GrassBiome (AtlasTrees) passive skill icon.png,50% increased chance for Azmeri Spirits in Grass Areas to be Sacred Spirits,50% increased chance for [[Azmeri Spirit]]s in [[Biome|Grass]] Areas to be Sacred Spirits,,,"AtlasBiomeGrass2_,AtlasGenericSmall31,AtlasBiomeGrass1",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeGrassNotable3,,Bounty of the Fields,,,Generic,notable,,File:GrassBiome (AtlasTrees) passive skill icon.png,6% increased Pack Size in Grass Areas,6% increased Pack Size in [[Biome|Grass]] Areas,,,AtlasBiomeGrass2_,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeMountain1,,Mountain Biome: Rare Chest Chance,,,Generic,small,,File:MountainBiomeNode (AtlasTrees) passive skill icon.png,25% increased amount of Rare Chests in Mountain Areas,25% increased amount of [[Rare]] Chests in [[Biome|Mountain]] Areas,,,"AtlasBiomeMountainNotable1,AtlasGenericNotable14",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeMountain2,,Mountain Biome: Strongbox Chance,,,Generic,small,,File:MountainBiomeNode (AtlasTrees) passive skill icon.png,Mountain Areas have 60% increased chance to contain Strongboxes,[[Biome|Mountain]] Areas have 60% increased chance to contain [[Strongbox]]es,,,"AtlasGenericNotable14,AtlasBiomeMountainNotable2,AtlasBiomeMountainNotable3___",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeMountain3,,Mountain Biome: Shrine Chance,,,Generic,small,,File:MountainBiomeNode (AtlasTrees) passive skill icon.png,60% increased chance of Shrines in Mountain Areas,60% increased chance of [[Shrine]]s in [[Biome|Mountain]] Areas,,,"AtlasShrinesNotable10,AtlasBiomeMountainNotable2",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeMountainNotable1,,Forgotten Heights,,,Generic,notable,,File:MountainBiome (AtlasTrees) passive skill icon.png,20% increased Quantity of Items found in Chests in Mountain Areas,20% increased Quantity of Items found in Chests in [[Biome|Mountain]] Areas,,,"AtlasRarity4_,AtlasBiomeMountain1",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeMountainNotable2,,Closer to the Heavens,,,Generic,notable,,File:MountainBiome (AtlasTrees) passive skill icon.png,60% increased Effect of Buffs granted by Shrines in Mountain Areas,60% increased [[Buff|Effect]] of [[Buffs]] granted by [[Shrine]]s in [[Biome|Mountain]] Areas,,,"AtlasBiomeMountain3,AtlasBiomeMountain2",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeMountainNotable3___,,Favoured Treasures,,,Generic,notable,,File:MountainBiome (AtlasTrees) passive skill icon.png,Strongboxes in Mountain Areas grant a random Shrine Buff,[[Strongbox]]es in [[Biome|Mountain]] Areas grant a random [[Shrine]] [[Buff]],,,"AtlasBiomeMountain2,AtlasStrongbox7",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeSwamp1,,Swamp Biome: Essence Chance,,,Generic,small,,File:SwampBiomeNode (AtlasTrees) passive skill icon.png,Swamp Areas have 60% increased chance to contain Essences,[[Biome|Swamp]] Areas have 60% increased chance to contain [[Essence (encounter)|Essences]],,,"AtlasBiomeSwampNotable1,AtlasEssenceNotable6",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeSwamp2,,Swamp Biome: Increased Summoning Circle Chance,,,Generic,small,,File:SwampBiomeNode (AtlasTrees) passive skill icon.png,Swamp Areas have 50% increased chance to contain Summoning Circles,[[Biome|Swamp]] Areas have 50% increased chance to contain [[Summoning Circle]]s,,,"AtlasBiomeSwampNotable2,AtlasUniqueMonsterDropRarity10,AtlasStoneCircle6",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeSwamp3,,Swamp Biome: Unique Monster Item Rarity,,,Generic,small,,File:SwampBiomeNode (AtlasTrees) passive skill icon.png,6% increased Rarity of Items Dropped by Unique Monsters in Swamp Areas,6% increased [[Rarity]] of Items Dropped by Unique Monsters in [[Biome|Swamp]] Areas,,,"AtlasBiomeSwampNotable3,AtlasUniqueMonsterDropRarity11,AtlasBiomeSwampNotable1",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeSwampNotable1,,Mysterious Transference,,,Generic,notable,,File:SwampBiome (AtlasTrees) passive skill icon.png,Essences in Swamp Areas have 25% chance to transfer to a random Unique Monster when the Essence Monster is slain,[[Essence (encounter)|Essences]] in [[Biome|Swamp]] Areas have 25% chance to transfer to a random [[Unique]] Monster when the Essence Monster is slain,,,"AtlasBiomeSwamp3,AtlasBiomeSwamp1,AtlasBiomeSwampNotable2",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeSwampNotable2,,Boss of the Bog,,,Generic,notable,,File:SwampBiome (AtlasTrees) passive skill icon.png,1 Rare Monster in Swamp Areas has 15% chance to be replaced by a random Map Boss,1 [[Rare]] Monster in [[Biome|Swamp]] Areas has 15% chance to be replaced by a random [[Map Boss]],,,"AtlasBiomeSwampNotable1,AtlasBiomeSwamp2",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeSwampNotable3,,Mysterious Charms and Trinkets,,,Generic,notable,,File:SwampBiome (AtlasTrees) passive skill icon.png,5% increased Rarity of Items Dropped by Unique Monsters in Swamp Areas per Monster Modifier,5% increased Rarity of Items Dropped by [[Unique]] Monsters in [[Biome|Swamp]] Areas per [[Monster Modifier]],,,AtlasBiomeSwamp3,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeWater1,,Water Biome: Magic Pack Size,,,Generic,small,,File:WaterBiomeNode (AtlasTrees) passive skill icon.png,5% increased Magic Pack Size in Water Areas,5% increased [[Magic]] [[Pack]] Size in [[Biome|Water]] Areas,,,"AtlasBiomeWaterNotable2_,AtlasBiomeWaterNotable1",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeWater2,,Water Biome: Item Rarity,,,Generic,small,,File:WaterBiomeNode (AtlasTrees) passive skill icon.png,3% increased Rarity of Items found in Water Areas,3% increased [[Rarity]] of Items found in [[Biome|Water]] Areas,,,"AtlasMagicMonster8,AtlasBiomeWaterNotable2_,AtlasBiomeWaterNotable3",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeWater3,,Water Biome: Shrine Chance,,,Generic,small,,File:WaterBiomeNode (AtlasTrees) passive skill icon.png,60% increased chance of Shrines in Water Areas,60% increased chance of [[Shrine]]s in [[Biome|Water]] Areas,,,"AtlasBiomeWaterNotable3,AtlasShrines6",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBiomeWaterNotable1,,Thriving Waters,,,Generic,notable,,File:WaterBiome (AtlasTrees) passive skill icon.png,20% increased Magic Monsters in Water Areas,20% increased [[Magic]] Monsters in [[Biome|Water]] Areas,,,"AtlasBiomeWater1,AtlasMagicMonster5",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeWaterNotable2_,,Something in the Water,,,Generic,notable,,File:WaterBiome (AtlasTrees) passive skill icon.png,Magic Monster Packs in Water Areas have a 25% chance to have an additional Modifier,[[Magic]] Monster [[Pack]]s in [[Biome|Water]] Areas have a 25% chance to have an additional Modifier,,,"AtlasBiomeWater2,AtlasBiomeWater1",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBiomeWaterNotable3,,Cult of the Rains,,,Generic,notable,,File:WaterBiome (AtlasTrees) passive skill icon.png,Shrines in Water Areas are Worshipped by an additional Pack of Monsters,[[Shrine]]s in [[Biome|Water]] Areas are [[Shrine Worship|Worshipped]] by an additional [[Pack]] of Monsters,,,"AtlasBiomeWater2,AtlasBiomeWater3",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable1,,Brutal Lessons,,,Generic,notable,,File:BossNotableGrantMoreExperience (AtlasTrees) passive skill icon.png,Map Bosses grant 50% increased Experience,[[Map Boss]]es grant 50% increased Experience,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable10,,Beyond Reality,,,Generic,notable,,File:BossNotableSpawnBeyondMonsters (AtlasTrees) passive skill icon.png,Areas with Powerful Map Bosses have 30% chance to contain Corruption when entered,Areas with [[Powerful Map Boss]]es have 30% chance to contain [[Corruption]] when entered,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable11,,Lost Techniques,,,Generic,notable,,File:BossNotableDropMoreGems (AtlasTrees) passive skill icon.png,Arbiter has 10% chance to drop a valuable Gem,Arbiter has 10% chance to drop a valuable Gem,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable12,,Modular Servant,,,Generic,notable,,File:BossNotableDropSpecialBaseTypes (AtlasTrees) passive skill icon.png,Arbiter has 10% chance to drop a valuable Socket Currency,Arbiter has 10% chance to drop a valuable Socket Currency,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable13,,Radiant Waystones,,,Generic,notable,,File:BossNotableDropMoreWaystone (AtlasTrees) passive skill icon.png,10% increased Quantity of Waystones dropped by Map Bosses,10% increased Quantity of [[Waystone]]s dropped by [[Map Boss]]es,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable14,,Central Terraformer,,,Generic,notable,,File:BossNotableDropMoreTablets (AtlasTrees) passive skill icon.png,Arbiter drops an additional Corrupted Rare Tablets,Arbiter drops an additional [[Corrupted]] [[Rare]] [[Tablets]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable15,,Witness to History,,,Generic,notable,,File:BossingNode (AtlasTrees) passive skill icon.png,Pinnacle Bosses have 20% chance to drop an additional Unique item,[[Pinnacle Boss]]es have 20% chance to drop an additional [[Unique]] item,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable16,,Drawn to the Light,,,Generic,notable,,File:BossNotableAzmeriSpirit (AtlasTrees) passive skill icon.png,Areas with Powerful Map Bosses contain an additional Azmeri Spirit,Areas with [[Powerful Map Boss]]es contain an additional [[Azmeri Spirit]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable2,,Fit for a King,,,Generic,notable,,File:BossNotableDropRarerItems (AtlasTrees) passive skill icon.png,15% increased Rarity of Items dropped by Map Bosses,15% increased [[Rarity]] of Items dropped by [[Map Boss]]es,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable3,,Spoils of War,,,Generic,notable,,File:BossNotableDropMoreItems (AtlasTrees) passive skill icon.png,15% increased Quantity of Items dropped by Map Bosses,15% increased Quantity of Items dropped by [[Map Boss]]es,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable4,,The Way Forward,,,Generic,notable,,File:BossNotableDropMoreGold (AtlasTrees) passive skill icon.png,Corruption contaminates an ancient contingency,Corruption contaminates an ancient contingency,,,,0,0,0,,false,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable5_,,Ancient Relics,,,Generic,notable,,File:BossNotablePlusOneLevel (AtlasTrees) passive skill icon.png,25% increased Rarity of Items dropped by the Arbiter,25% increased [[Rarity]] of Items dropped by the Arbiter,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable6,,Old Pirate's Trick,,,Generic,notable,,File:BossNotableSpawnAdditionalStrongbox (AtlasTrees) passive skill icon.png,Areas with Powerful Map Bosses contain an additional Strongbox,Areas with [[Powerful Map Boss]]es contain an additional [[Strongbox]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable7,,Directed Worship,,,Generic,notable,,File:BossNotableSpawnAdditionalShrine (AtlasTrees) passive skill icon.png,Areas with Powerful Map Bosses contain an additional Shrine,Areas with [[Powerful Map Boss]]es contain an additional [[Shrine]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable8,,Organised Forces,,,Generic,notable,,File:BossNotablePlusOneLevel (AtlasTrees) passive skill icon.png,Non-Irradiated Areas with Powerful Map Bosses have +1 Level,[[Irradiated|Non-Irradiated]] Areas with [[Powerful Map Boss]]es have +1 Level,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossNotable9,,Crystal Realm,,,Generic,notable,,File:BossNotableSpawnAdditionalEssence (AtlasTrees) passive skill icon.png,Areas with Powerful Map Bosses contain an additional Essence,Areas with [[Powerful Map Boss]]es contain an additional [[Essence (encounter)|Essence]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBossSmall1,,Map Boss Difficulty,,,Generic,small,,File:BossingNode (AtlasTrees) passive skill icon.png,+1 to Map Boss Difficulty,+1 to [[Map Boss]] [[Difficulty]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBossSmall10,,Map Boss Difficulty,,,Generic,small,,File:BossingNode (AtlasTrees) passive skill icon.png,+1 to Map Boss Difficulty,+1 to [[Map Boss]] [[Difficulty]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBossSmall11,,Map Boss Difficulty,,,Generic,small,,File:BossingNode (AtlasTrees) passive skill icon.png,+1 to Map Boss Difficulty,+1 to [[Map Boss]] [[Difficulty]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBossSmall12_,,Map Boss Difficulty,,,Generic,small,,File:BossingNode (AtlasTrees) passive skill icon.png,+1 to Map Boss Difficulty,+1 to [[Map Boss]] [[Difficulty]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBossSmall13,,Map Boss Difficulty,,,Generic,small,,File:BossingNode (AtlasTrees) passive skill icon.png,+1 to Map Boss Difficulty,+1 to [[Map Boss]] [[Difficulty]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
