id,name,statText,modDescription,type,tier,level,dropChance,valueRange,tags,modFamily,modType,modGroupId,weights,weightSources,category,isCraftable,isEssenceOnly,craftTags,allImplicitTags,addsTags,spawnTags,spawnWeights,applicableItemTypes,source,stats,displayTiers
AllResistances6,of the Span,+(17-18)% to all Elemental Resistances,+(17-18)% to all Elemental Resistances,suffix,6,80,100,"[17, 18]","['elemental', 'fire', 'cold', 'lightning', 'resistance']",['AllResistances'],AllResistances,AllResistances6,"[800, 800]","['krakenbull', 'krakenbull']",AllResistances,True,False,"['elemental', 'fire', 'cold', 'lightning', 'resistance']","['elemental', 'fire', 'cold', 'lightning', 'resistance']",[],"['str_int_shield', 'amulet', 'default']","[{'tag': 'str_int_shield', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['shields_str_int', 'amulets']",AllResistances6,"[{'id': 'base_resist_all_elements_%', 'max': 18, 'min': 17}]","[1, 1]"
NearbyAlliesAllResistances1,of Adjustment,Allies in your Presence have +(3-5)% to all Elemental Resistances,Allies in your Presence have +(3-5)% to all Elemental Resistances,suffix,1,12,100,"[3, 5]","['elemental', 'resistance']",['AllResistances'],AllResistances,NearbyAlliesAllResistances1,[800],['krakenbull'],AllResistances,True,False,"['elemental', 'resistance']","['elemental', 'resistance']",[],"['sceptre', 'default']","[{'tag': 'sceptre', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['sceptres'],NearbyAlliesAllResistances1,"[{'id': 'allies_in_presence_resist_all_elements_%', 'max': 5, 'min': 3}]",[6]
NearbyAlliesAllResistances2,of Acclimatisation,Allies in your Presence have +(6-8)% to all Elemental Resistances,Allies in your Presence have +(6-8)% to all Elemental Resistances,suffix,2,26,100,"[6, 8]","['elemental', 'resistance']",['AllResistances'],AllResistances,NearbyAlliesAllResistances2,[800],['krakenbull'],AllResistances,True,False,"['elemental', 'resistance']","['elemental', 'resistance']",[],"['sceptre', 'default']","[{'tag': 'sceptre', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['sceptres'],NearbyAlliesAllResistances2,"[{'id': 'allies_in_presence_resist_all_elements_%', 'max': 8, 'min': 6}]",[5]
NearbyAlliesAllResistances3,of Adaptation,Allies in your Presence have +(9-11)% to all Elemental Resistances,Allies in your Presence have +(9-11)% to all Elemental Resistances,suffix,3,40,100,"[9, 11]","['elemental', 'resistance']",['AllResistances'],AllResistances,NearbyAlliesAllResistances3,[800],['krakenbull'],AllResistances,True,False,"['elemental', 'resistance']","['elemental', 'resistance']",[],"['sceptre', 'default']","[{'tag': 'sceptre', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['sceptres'],NearbyAlliesAllResistances3,"[{'id': 'allies_in_presence_resist_all_elements_%', 'max': 11, 'min': 9}]",[4]
NearbyAlliesAllResistances4,of Evolution,Allies in your Presence have +(12-14)% to all Elemental Resistances,Allies in your Presence have +(12-14)% to all Elemental Resistances,suffix,4,54,100,"[12, 14]","['elemental', 'resistance']",['AllResistances'],AllResistances,NearbyAlliesAllResistances4,[800],['krakenbull'],AllResistances,True,False,"['elemental', 'resistance']","['elemental', 'resistance']",[],"['sceptre', 'default']","[{'tag': 'sceptre', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['sceptres'],NearbyAlliesAllResistances4,"[{'id': 'allies_in_presence_resist_all_elements_%', 'max': 14, 'min': 12}]",[3]
NearbyAlliesAllResistances5,of Progression,Allies in your Presence have +(15-16)% to all Elemental Resistances,Allies in your Presence have +(15-16)% to all Elemental Resistances,suffix,5,68,100,"[15, 16]","['elemental', 'resistance']",['AllResistances'],AllResistances,NearbyAlliesAllResistances5,[800],['krakenbull'],AllResistances,True,False,"['elemental', 'resistance']","['elemental', 'resistance']",[],"['sceptre', 'default']","[{'tag': 'sceptre', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['sceptres'],NearbyAlliesAllResistances5,"[{'id': 'allies_in_presence_resist_all_elements_%', 'max': 16, 'min': 15}]",[2]
NearbyAlliesAllResistances6,of Metamorphosis,Allies in your Presence have +(17-18)% to all Elemental Resistances,Allies in your Presence have +(17-18)% to all Elemental Resistances,suffix,6,80,100,"[17, 18]","['elemental', 'resistance']",['AllResistances'],AllResistances,NearbyAlliesAllResistances6,[800],['krakenbull'],AllResistances,True,False,"['elemental', 'resistance']","['elemental', 'resistance']",[],"['sceptre', 'default']","[{'tag': 'sceptre', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['sceptres'],NearbyAlliesAllResistances6,"[{'id': 'allies_in_presence_resist_all_elements_%', 'max': 18, 'min': 17}]",[1]
AbyssModHelmKurgalSuffixArcaneSurgeEffect,of Kurgal,(20-30)% increased effect of Arcane Surge on you,(20-30)% increased effect of Arcane Surge on you,suffix,1,65,100,"[20, 30]","['unveiled_mod', 'kurgal_mod']",['ArcaneSurgeEffect'],ArcaneSurgeEffect,AbyssModHelmKurgalSuffixArcaneSurgeEffect,"[1000, 1000, 1000]","['spawn_weight', 'spawn_weight', 'spawn_weight']",ArcaneSurgeEffect,True,False,"['unveiled_mod', 'kurgal_mod']","['unveiled_mod', 'kurgal_mod']",[],"['str_armour', 'dex_armour', 'str_dex_armour', 'helmet', 'default', 'kurgal_mod']","[{'tag': 'str_armour', 'weight': 0}, {'tag': 'dex_armour', 'weight': 0}, {'tag': 'str_dex_armour', 'weight': 0}, {'tag': 'helmet', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'kurgal_mod', 'weight': 1}]","['helmets_int', 'helmets_str_int', 'helmets_dex_int']",AbyssModHelmKurgalSuffixArcaneSurgeEffect,"[{'id': 'arcane_surge_effect_on_self_+%', 'max': 30, 'min': 20}]","[1, 1, 1]"
AbyssModGlovesKurgalSuffixArcaneSurgeOnCriticalHit,of Kurgal,(10-15)% chance to Gain Arcane Surge when you deal a Critical Hit,(10-15)% chance to Gain Arcane Surge when you deal a Critical Hit,suffix,1,65,100,"[10, 15]","['unveiled_mod', 'kurgal_mod', 'critical']",['ArcaneSurgeOnCrit'],ArcaneSurgeOnCrit,AbyssModGlovesKurgalSuffixArcaneSurgeOnCriticalHit,"[1000, 1000, 1000]","['spawn_weight', 'spawn_weight', 'spawn_weight']",ArcaneSurgeOnCrit,True,False,"['unveiled_mod', 'kurgal_mod', 'critical']","['unveiled_mod', 'kurgal_mod', 'critical']",[],"['str_armour', 'dex_armour', 'str_dex_armour', 'gloves', 'default', 'kurgal_mod']","[{'tag': 'str_armour', 'weight': 0}, {'tag': 'dex_armour', 'weight': 0}, {'tag': 'str_dex_armour', 'weight': 0}, {'tag': 'gloves', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'kurgal_mod', 'weight': 1}]","['gloves_int', 'gloves_str_int', 'gloves_dex_int']",AbyssModGlovesKurgalSuffixArcaneSurgeOnCriticalHit,"[{'id': 'gain_arcane_surge_on_crit_%_chance', 'max': 15, 'min': 10}]","[1, 1, 1]"
AbyssModStaffKurgalSuffixArchonCooldownRecovery,of Kurgal,Archon recovery period expires (25-35)% faster,Archon recovery period expires (25-35)% faster,suffix,1,65,100,"[25, 35]","['unveiled_mod', 'kurgal_mod']",['ArchonDelayRecovery'],ArchonDelayRecovery,AbyssModStaffKurgalSuffixArchonCooldownRecovery,[1000],['spawn_weight'],ArchonDelayRecovery,True,False,"['unveiled_mod', 'kurgal_mod']","['unveiled_mod', 'kurgal_mod']",[],"['staff', 'default', 'kurgal_mod']","[{'tag': 'staff', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'kurgal_mod', 'weight': 1}]",['staves'],AbyssModStaffKurgalSuffixArchonCooldownRecovery,"[{'id': 'archon_delay_expires_x%_faster', 'max': 35, 'min': 25}]",[1]
AbyssModStaffAmanamuSuffixArchonDuration,of Amanamu,(25-35)% increased Archon Buff duration,(25-35)% increased Archon Buff duration,suffix,1,65,100,"[25, 35]","['unveiled_mod', 'amanamu_mod']",['ArchonDuration'],ArchonDuration,AbyssModStaffAmanamuSuffixArchonDuration,[1000],['spawn_weight'],ArchonDuration,True,False,"['unveiled_mod', 'amanamu_mod']","['unveiled_mod', 'amanamu_mod']",[],"['staff', 'default', 'amanamu_mod']","[{'tag': 'staff', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'amanamu_mod', 'weight': 1}]",['staves'],AbyssModStaffAmanamuSuffixArchonDuration,"[{'id': 'archon_duration_+%', 'max': 35, 'min': 25}]",[1]
AbyssModBodyShieldKurgalSuffixArmourAppliesToChaosDamage,of Kurgal,+(23-31)% of Armour also applies to Chaos Damage,+(23-31)% of Armour also applies to Chaos Damage,suffix,1,65,100,"[23, 31]","['unveiled_mod', 'kurgal_mod']",['ArmourAppliesToChaosDamage'],ArmourAppliesToChaosDamage,AbyssModBodyShieldKurgalSuffixArmourAppliesToChaosDamage,"[1000, 1000, 1000, 1000, 1000, 1000]","['spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight']",ArmourAppliesToChaosDamage,True,False,"['unveiled_mod', 'kurgal_mod']","['unveiled_mod', 'kurgal_mod']",[],"['dex_armour', 'int_armour', 'dex_int_armour', 'helmet', 'shield', 'default', 'kurgal_mod']","[{'tag': 'dex_armour', 'weight': 0}, {'tag': 'int_armour', 'weight': 0}, {'tag': 'dex_int_armour', 'weight': 0}, {'tag': 'helmet', 'weight': 1}, {'tag': 'shield', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'kurgal_mod', 'weight': 1}]","['shields_str', 'shields_str_dex', 'shields_str_int', 'helmets_str', 'helmets_str_dex', 'helmets_str_int']",AbyssModBodyShieldKurgalSuffixArmourAppliesToChaosDamage,"[{'id': 'base_armour_%_applies_to_chaos_damage', 'max': 31, 'min': 23}]","[1, 1, 1, 1, 1, 1]"
ArmourAppliesToElementalDamage1,of Covering,+(14-19)% of Armour also applies to Elemental Damage,+(14-19)% of Armour also applies to Elemental Damage,suffix,1,1,100,"[14, 19]","['armour', 'defences', 'elemental']",['ArmourAppliesToElementalDamage'],ArmourAppliesToElementalDamage,ArmourAppliesToElementalDamage1,"[1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",ArmourAppliesToElementalDamage,True,False,"['defences', 'elemental']","['armour', 'defences', 'elemental']",[],"['str_dex_int_armour', 'str_int_armour', 'str_dex_armour', 'str_armour', 'default']","[{'tag': 'str_dex_int_armour', 'weight': 1}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'str_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_str', 'boots_str_int', 'boots_str_dex', 'helmets_str', 'helmets_str_int', 'helmets_str_dex', 'body_armours_str', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_str_int', 'shields_str_dex', 'gloves_str', 'gloves_str_int', 'gloves_str_dex', 'body_armours_str_dex_int']",ArmourAppliesToElementalDamage1,"[{'id': 'armour_%_applies_to_fire_cold_lightning_damage', 'max': 19, 'min': 14}]","[5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6]"
ArmourAppliesToElementalDamage2,of Sheathing,+(20-25)% of Armour also applies to Elemental Damage,+(20-25)% of Armour also applies to Elemental Damage,suffix,2,16,100,"[20, 25]","['armour', 'defences', 'elemental']",['ArmourAppliesToElementalDamage'],ArmourAppliesToElementalDamage,ArmourAppliesToElementalDamage2,"[1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 950]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",ArmourAppliesToElementalDamage,True,False,"['defences', 'elemental']","['armour', 'defences', 'elemental']",[],"['str_dex_int_armour', 'str_int_armour', 'str_dex_armour', 'str_armour', 'default']","[{'tag': 'str_dex_int_armour', 'weight': 1}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'str_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_str', 'boots_str_int', 'boots_str_dex', 'helmets_str', 'helmets_str_int', 'helmets_str_dex', 'body_armours_str', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_str_int', 'shields_str_dex', 'gloves_str', 'gloves_str_int', 'gloves_str_dex', 'body_armours_str_dex_int']",ArmourAppliesToElementalDamage2,"[{'id': 'armour_%_applies_to_fire_cold_lightning_damage', 'max': 25, 'min': 20}]","[4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5]"
ArmourAppliesToElementalDamage3,of Lining,+(26-31)% of Armour also applies to Elemental Damage,+(26-31)% of Armour also applies to Elemental Damage,suffix,3,36,100,"[26, 31]","['armour', 'defences', 'elemental']",['ArmourAppliesToElementalDamage'],ArmourAppliesToElementalDamage,ArmourAppliesToElementalDamage3,"[1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 900]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",ArmourAppliesToElementalDamage,True,False,"['defences', 'elemental']","['armour', 'defences', 'elemental']",[],"['str_dex_int_armour', 'str_int_armour', 'str_dex_armour', 'str_armour', 'default']","[{'tag': 'str_dex_int_armour', 'weight': 1}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'str_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_str', 'boots_str_int', 'boots_str_dex', 'helmets_str', 'helmets_str_int', 'helmets_str_dex', 'body_armours_str', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_str_int', 'shields_str_dex', 'gloves_str', 'gloves_str_int', 'gloves_str_dex', 'body_armours_str_dex_int']",ArmourAppliesToElementalDamage3,"[{'id': 'armour_%_applies_to_fire_cold_lightning_damage', 'max': 31, 'min': 26}]","[3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4]"
ArmourAppliesToElementalDamage4,of Padding,+(32-37)% of Armour also applies to Elemental Damage,+(32-37)% of Armour also applies to Elemental Damage,suffix,4,48,100,"[32, 37]","['armour', 'defences', 'elemental']",['ArmourAppliesToElementalDamage'],ArmourAppliesToElementalDamage,ArmourAppliesToElementalDamage4,"[1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 850]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",ArmourAppliesToElementalDamage,True,False,"['defences', 'elemental']","['armour', 'defences', 'elemental']",[],"['str_dex_int_armour', 'str_int_armour', 'str_dex_armour', 'str_armour', 'default']","[{'tag': 'str_dex_int_armour', 'weight': 1}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'str_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_str', 'boots_str_int', 'boots_str_dex', 'helmets_str', 'helmets_str_int', 'helmets_str_dex', 'body_armours_str', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_str_int', 'shields_str_dex', 'gloves_str', 'gloves_str_int', 'gloves_str_dex', 'body_armours_str_dex_int']",ArmourAppliesToElementalDamage4,"[{'id': 'armour_%_applies_to_fire_cold_lightning_damage', 'max': 37, 'min': 32}]","[2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3]"
ArmourAppliesToElementalDamage5,of Furring,+(38-43)% of Armour also applies to Elemental Damage,+(38-43)% of Armour also applies to Elemental Damage,suffix,5,66,100,"[38, 43]","['armour', 'defences', 'elemental']",['ArmourAppliesToElementalDamage'],ArmourAppliesToElementalDamage,ArmourAppliesToElementalDamage5,"[1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 1000, 500, 500, 800]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",ArmourAppliesToElementalDamage,True,False,"['defences', 'elemental']","['armour', 'defences', 'elemental']",[],"['str_dex_int_armour', 'str_int_armour', 'str_dex_armour', 'str_armour', 'default']","[{'tag': 'str_dex_int_armour', 'weight': 1}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'str_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_str', 'boots_str_int', 'boots_str_dex', 'helmets_str', 'helmets_str_int', 'helmets_str_dex', 'body_armours_str', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_str_int', 'shields_str_dex', 'gloves_str', 'gloves_str_int', 'gloves_str_dex', 'body_armours_str_dex_int']",ArmourAppliesToElementalDamage5,"[{'id': 'armour_%_applies_to_fire_cold_lightning_damage', 'max': 43, 'min': 38}]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2]"
ArmourAppliesToElementalDamage6,of Thermokryptance,+(44-50)% of Armour also applies to Elemental Damage,+(44-50)% of Armour also applies to Elemental Damage,suffix,6,81,100,"[44, 50]","['armour', 'defences', 'elemental']",['ArmourAppliesToElementalDamage'],ArmourAppliesToElementalDamage,ArmourAppliesToElementalDamage6,"[1000, 500, 500, 1000, 500, 500, 750]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",ArmourAppliesToElementalDamage,True,False,"['defences', 'elemental']","['armour', 'defences', 'elemental']",[],"['helmet', 'gloves', 'boots', 'str_dex_int_armour', 'str_int_armour', 'str_dex_armour', 'str_armour', 'default']","[{'tag': 'helmet', 'weight': 0}, {'tag': 'gloves', 'weight': 0}, {'tag': 'boots', 'weight': 0}, {'tag': 'str_dex_int_armour', 'weight': 1}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'str_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['body_armours_str', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_str_int', 'shields_str_dex', 'body_armours_str_dex_int']",ArmourAppliesToElementalDamage6,"[{'id': 'armour_%_applies_to_fire_cold_lightning_damage', 'max': 50, 'min': 44}]","[1, 1, 1, 1, 1, 1, 1]"
AbyssModWandUlamanSuffixArmourBreakAmount,of Ulaman,Break (31-39)% increased Armour,Break (31-39)% increased Armour,suffix,1,65,100,"[31, 39]","['unveiled_mod', 'ulaman_mod']",['ArmourBreak'],ArmourBreak,AbyssModWandUlamanSuffixArmourBreakAmount,[1000],['spawn_weight'],ArmourBreak,True,False,"['unveiled_mod', 'ulaman_mod']","['unveiled_mod', 'ulaman_mod']",[],"['wand', 'default', 'ulaman_mod']","[{'tag': 'wand', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['wands'],AbyssModWandUlamanSuffixArmourBreakAmount,"[{'id': 'armour_break_amount_+%', 'max': 39, 'min': 31}]",[1]
AbyssModWandUlamanSuffixBreakArmourSpellCrits,of Ulaman,Break Armour on Critical Hit with Spells equal to (11-18)% of Physical Damage dealt,Break Armour on Critical Hit with Spells equal to (11-18)% of Physical Damage dealt,suffix,1,65,100,"[11, 18]","['unveiled_mod', 'ulaman_mod', 'caster', 'critical']",['ArmourBreak'],ArmourBreak,AbyssModWandUlamanSuffixBreakArmourSpellCrits,[1000],['spawn_weight'],ArmourBreak,True,False,"['unveiled_mod', 'ulaman_mod', 'caster', 'critical']","['unveiled_mod', 'ulaman_mod', 'caster', 'critical']",[],"['wand', 'default', 'ulaman_mod']","[{'tag': 'wand', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['wands'],AbyssModWandUlamanSuffixBreakArmourSpellCrits,"[{'id': 'armour_break_equal_to_%_physical_damage_dealt_on_critical_strike_with_spells', 'max': 18, 'min': 11}]",[1]
AbyssMod1HMaceAmanamuSuffixBreakPercentArmourPhysicalDamage,of Amanamu,Break Armour equal to (2-4)% of Physical Damage dealt,Break Armour equal to (2-4)% of Physical Damage dealt,suffix,1,65,100,"[2, 4]","['physical_damage', 'unveiled_mod', 'amanamu_mod', 'damage', 'physical']",['ArmourPenetration'],ArmourPenetration,AbyssMod1HMaceAmanamuSuffixBreakPercentArmourPhysicalDamage,"[1000, 1000]","['spawn_weight', 'spawn_weight']",ArmourPenetration,True,False,"['unveiled_mod', 'amanamu_mod', 'damage', 'physical']","['physical_damage', 'unveiled_mod', 'amanamu_mod', 'damage', 'physical']",[],"['two_hand_weapon', 'mace', 'default', 'ulaman_mod']","[{'tag': 'two_hand_weapon', 'weight': 0}, {'tag': 'mace', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]","['one_hand_maces', 'talismans']",AbyssMod1HMaceAmanamuSuffixBreakPercentArmourPhysicalDamage,"[{'id': 'armour_break_physical_damage_%_dealt_as_armour_break', 'max': 4, 'min': 2}]","[1, 1]"
